,estimate_ret,real_ret
0,0.003862516369705224,-0.001255230125522977
1,0.0003930183645459818,0.03498114788437379
2,-0.001691158238170543,-0.02570329892734291
3,-0.0018877261362106527,0.010801828001661962
4,-0.0007062289956138533,-0.017468146321413913
5,0.000707420895828418,-0.005856515373352744
6,-0.0007309529751789492,0.025036818851251974
7,-0.0003663245279862763,0.012725779967159179
8,8.999797468455748e-05,-0.00550866191371191
9,-0.0012047388119775055,0.0035424046676393317
10,-0.001292430082090171,-0.002699335548172921
11,-8.035793352781484e-05,-0.060170726629189986
12,0.0002113613971644736,-0.04430660168365086
13,0.0010834391473111434,-0.04427445526193785
14,-0.01051109106050553,0.017610075306637274
15,-0.001382952015585864,-0.02506628103157371
16,-0.0009606859519202455,0.030655129789863844
17,-0.003085859943623739,0.01367234348764712
18,-0.0024258487098692636,-0.0026029342167535052
19,-0.0034503569769936972,0.019454329774614365
20,-0.002501950757304785,-0.010472422620432797
21,-0.002264713062589435,0.010112888052681068
22,-0.002900535469022624,0.008594196175790048
23,-0.001320052513062903,0.0059894033632801325
24,-0.0010877137694790724,0.00228990153423414
25,-0.001700462796842371,-0.02467443454420848
26,-0.0012470179766398731,-0.04193019442492385
27,-0.0008055470044520059,0.00611246943765309
28,-0.00012498676411072532,-0.0036452004860266785
29,0.00021389731833086604,-0.009024390243902447
30,-0.0013973040406591458,-0.01772089588973713
31,-0.0021571057935648413,-0.0572810590631363
32,-0.0019147688291989708,-0.009721847150958474
33,-0.0007924675048074594,-0.029997272975184286
34,-0.0012703218968250559,-0.09249367444475687
35,-0.002310349724776637,0.12701363073110294
36,-0.0020697698195150647,0.01209455744914778
37,-0.0030333322682350814,-0.005744383398188946
38,-0.02151771510627257,-0.013572204125950171
39,-0.004614857452479756,-0.017611447440836425
40,-0.004160149845774334,0.013725490196078605
41,-0.003140693874616576,0.05498756562586338
42,-0.003641652759780116,0.048716605552645564
43,-0.0034947298142473187,-0.009740259740259827
44,-0.007962962309237164,0.06456494325346762
45,-0.003683996102511147,-0.07455839831345457
46,-0.003105768780695394,-0.02689243027888466
47,-0.0031885163733877623,0.0010235414534287557
48,0.0019919257087075734,-0.0166155419222902
49,-5.3114014801531576e-05,-0.05250844814140898
50,-0.0013478191426954161,0.0030178326474621375
51,-0.0005103629888787532,-0.043763676148796504
52,0.00017243113139521363,-0.021167048054919868
53,-0.0022098948647065715,0.014319111630625159
54,-0.00166945970914058,0.030664315963112587
55,-0.0036768443651048373,0.010696653867251937
56,-0.004741999067130702,0.015739484396200876
57,-0.004884901957994022,0.0069462997595513
58,-0.004022776161861849,-0.009816927566994038
59,-0.003975759662656897,-0.02063236870310825
60,-0.0038933048812575754,-0.008207934336525224
61,-0.002579153944910324,-0.038620689655172624
62,-0.0016070674980776165,0.014879737615081545
63,-0.0022099538994166685,-0.00872410032715365
64,-0.0022758277718170046,0.02365236523652392
65,-0.0036644598755185085,-0.02955400322407309
66,-0.00366341637412138,-0.040697674418604946
67,-0.004160204170085708,-0.015873015873015706
68,-0.0016606221391790472,-0.007038123167155463
69,-0.0021539546376831403,-0.0230360307147075
70,-0.003705263984614596,-0.050174107020927505
71,-0.004123243663416462,0.01576019777503146
72,-0.0033054876537072448,0.02951019166413138
73,-0.00323455446032296,-0.034869976359338195
74,-0.005065238437845769,-0.030006123698714138
75,-0.00543877071061461,-0.027462121212121104
