,estimate_ret,real_ret
0,1,-0.07163142947301981
1,1,0.058803535010197194
2,1,-0.039807383627608384
3,1,0.03477097960548292
4,1,-0.003554119547657164
5,1,0.06322957198443557
6,1,0.09027142421469958
7,1,-0.001958041958041723
8,-1,0.16958760327525124
9,1,-0.056665002496255945
10,1,0.054776395871924066
11,1,-0.05720020070245857
12,1,-0.0625332623736028
13,1,0.05109281862049375
14,1,0.005671077504725952
15,1,0.02497314715359833
16,1,0.025936599423631357
17,1,-0.028600612870275932
18,1,0.0039432176656153395
19,1,0.010473946059177841
20,1,0.018657683337651942
21,1,-0.016535232765199526
22,1,-0.018623900672529836
23,1,-0.04612546125461259
24,1,-0.002484756188239068
25,1,0.039906103286385
26,1,0.007618510158013514
27,1,-0.011201344161299476
28,1,0.06938544321721896
29,1,-0.0007944915254235463
30,1,0.003975616220514011
31,1,0.04619852164730709
32,1,0.04365379762805954
33,1,0.04666344294003877
34,1,-0.010699537553757632
35,1,-0.011413307430791608
36,1,-0.031196266273643025
37,1,0.028144016227180657
38,1,0.002219482120838334
39,1,-0.04429133858267709
40,1,-0.07646755921730175
41,1,0.06472384065838965
42,1,-0.011901306240928777
43,1,0.03378378378378355
44,1,0.04433077578857647
45,1,-0.0054421768707479945
46,1,0.03775649794801628
47,1,-0.0013182177695756359
48,1,0.013199577613516311
49,1,0.06928927966821297
50,1,-0.010276679841897174
51,1,0.006389776357827559
52,1,-0.019312169312169614
53,1,0.0067439978419210345
54,1,0.08601286173633427
55,1,-0.003947693066864044
56,1,-0.03740401288085182
57,1,-0.05378281008749386
58,1,-0.03069165157654996
59,1,0.06034745504419359
60,1,0.005461339465363535
61,1,-0.05917667238421942
62,1,0.024916438772409455
63,1,0.020456566854432534
64,1,0.04474142940151049
65,1,0.032815451688311015
66,1,-0.014701724625388768
67,1,0.020086083213773476
68,1,-0.015471167369901617
69,1,-0.02914285714285736
70,1,-0.01854031783401977
71,1,0.07016491754122933
72,1,-0.03541873304736143
73,1,0.017422649444277072
74,1,-0.020962503690581502
75,1,0.038902291917973564
76,1,0.01538461538461533
77,1,0.028016009148084553
78,1,-0.012235817575083408
79,1,0.052646396396396344
80,1,-0.004279219042524707
81,1,0.02659145850120903
82,1,-0.010727367870225213
83,1,0.0016230827840362227
84,1,-0.05273019271948609
85,1,0.025148346990675474
86,1,-0.003307607497243903
87,1,0.05807522123893816
88,1,0.02195504443282803
89,1,0.013554987212276215
90,1,0.11599386816555968
91,1,0.002060439560439331
92,1,-0.015307288096869986
93,1,-0.03132250580046392
94,1,0.106107784431138
95,1,-0.0062797747942834325
96,1,0.049466114621921964
97,1,0.06416031799415278
98,1,0.018181818181818077
99,1,0.16858678955453144
100,1,-0.19175156095957935
101,1,0.01727993494612745
