,年化收益率,季度胜率,夏普比率,卡玛比率,timeperiod,std
绩效数据,0.18358235890255759,0.6666666666666666,0.6121678261761899,0.4501032146252248,60,1.0
绩效数据,0.1469542267920989,0.6428571428571429,0.5364552447706037,0.4937355950234188,60,1.5
绩效数据,0.00821507433248203,0.30952380952380953,-0.22687928240621258,0.021104326137910658,60,2.0
绩效数据,-0.01586215225923171,0.23809523809523808,-0.7714236335537648,-0.05462757050483939,60,2.5
绩效数据,-0.0021493010410350566,0.07142857142857142,-2.462946550504071,-0.03906897457814444,60,3.0
绩效数据,0.22133459275077172,0.6190476190476191,0.6751249301470996,0.6509540677694178,65,0.5
绩效数据,0.21006802246226042,0.6904761904761905,0.7207463013071848,0.5610639729908621,65,1.0
绩效数据,0.14996598251596538,0.6190476190476191,0.5379903895923984,0.5038544669800051,65,1.5
绩效数据,0.01837214968546408,0.40476190476190477,-0.1572855399609627,0.0454948890739718,65,2.0
绩效数据,-0.011783151315669538,0.2857142857142857,-0.7313745935772107,-0.045871255466139946,65,2.5
绩效数据,-0.0007621014539686,0.07142857142857142,-2.423613754309864,-0.016422535044768063,65,3.0
绩效数据,0.20830995431084376,0.6428571428571429,0.6213962262398274,0.5488243850731533,70,0.5
绩效数据,0.17204975698337965,0.5952380952380952,0.5569945937246825,0.37888945918630546,70,1.0
绩效数据,0.13743117306209163,0.6428571428571429,0.47386156940187574,0.4265776722144678,70,1.5
绩效数据,0.02821205854206421,0.35714285714285715,-0.086417506288644,0.07998198376007211,70,2.0
绩效数据,-0.02546894881615802,0.2619047619047619,-0.7504424065753436,-0.06952472485034493,70,2.5
绩效数据,-0.0019856271666803815,0.07142857142857142,-1.796279955412876,-0.021542232171183368,70,3.0
绩效数据,0.19122552762342981,0.5952380952380952,0.5554856045469833,0.4972350934434422,75,0.5
绩效数据,0.16435162682885474,0.5714285714285714,0.520712749625963,0.320807063585227,75,1.0
绩效数据,0.13621909348068928,0.6904761904761905,0.4759612824884871,0.4461918143647282,75,1.5
绩效数据,0.022538660881970207,0.42857142857142855,-0.12586357869871292,0.06947108763477253,75,2.0
绩效数据,-0.01463335676219446,0.21428571428571427,-0.6160929882791627,-0.044997501653167744,75,2.5
绩效数据,-0.003431597873226222,0.09523809523809523,-1.8700643021456425,-0.04059708307341207,75,3.0
绩效数据,0.18721569223574708,0.5952380952380952,0.5389378959475793,0.45819197714022314,80,0.5
绩效数据,0.13787566379340932,0.5714285714285714,0.417880912238435,0.25093907784414005,80,1.0
绩效数据,0.12955482428439513,0.6666666666666666,0.44228143355401023,0.35813642614363306,80,1.5
绩效数据,0.015745482115148368,0.38095238095238093,-0.17225524191132013,0.05048878533300443,80,2.0
绩效数据,-0.000712952137234546,0.2857142857142857,-0.45083795647619523,-0.0022663325620973845,80,2.5
绩效数据,-0.0036627860472295826,0.09523809523809523,-2.274051612704115,-0.056633193892762175,80,3.0
绩效数据,0.1875819907314149,0.5476190476190477,0.5295496744190245,0.3376535446500651,85,0.5
绩效数据,0.13556162511280112,0.5714285714285714,0.4094334504182622,0.24577722205581137,85,1.0
绩效数据,0.1454653953721876,0.6666666666666666,0.5241603453999045,0.40211900339430984,85,1.5
绩效数据,0.018055048219208114,0.38095238095238093,-0.15303388227423717,0.05209460068376465,85,2.0
绩效数据,-0.007119769174922075,0.23809523809523808,-0.5324305522619609,-0.023920941552655946,85,2.5
绩效数据,-0.003662623389725339,0.07142857142857142,-2.3027527611988723,-0.06739243105852946,85,3.0
绩效数据,0.18264416919954019,0.5714285714285714,0.5142277759637413,0.30097141019898593,90,0.5
绩效数据,0.135490946120999,0.5714285714285714,0.40849530991281513,0.24972371464955867,90,1.0
绩效数据,0.13163960394253116,0.6428571428571429,0.4502799555211109,0.32390452452225793,90,1.5
绩效数据,0.037641046450711535,0.38095238095238093,-0.01655883685134156,0.11495489332878493,90,2.0
绩效数据,0.0035668205668681896,0.21428571428571427,-0.42015681343045164,0.011983774222539875,90,2.5
绩效数据,-0.00307994140034773,0.09523809523809523,-2.249121321772004,-0.054937079855060716,90,3.0
绩效数据,0.15805891516761283,0.5714285714285714,0.42925776224317835,0.23784168134993428,95,0.5
绩效数据,0.1426104935793826,0.5714285714285714,0.4381294774901289,0.2696737417366409,95,1.0
绩效数据,0.16764919200095085,0.6428571428571429,0.6211427581293837,0.4355944256282367,95,1.5
绩效数据,0.03255587068938315,0.3333333333333333,-0.05259209492074835,0.09244097101987961,95,2.0
绩效数据,0.017756899721444563,0.21428571428571427,-0.25026355943479944,0.05965948473290178,95,2.5
绩效数据,-0.010178249134262352,0.09523809523809523,-1.9550921457101236,-0.0811238272858445,95,3.0
绩效数据,0.15013014620075782,0.5476190476190477,0.3991478052303045,0.22293260075909438,100,0.5
绩效数据,0.14089356595234293,0.5714285714285714,0.4310667523233562,0.2593319641719132,100,1.0
绩效数据,0.16696693833141696,0.6904761904761905,0.6409818262548287,0.4442504907225609,100,1.5
绩效数据,0.046194527012019426,0.40476190476190477,0.042955994236758874,0.11412258313275095,100,2.0
绩效数据,0.017731312654434728,0.21428571428571427,-0.24695431363414286,0.05349769822540224,100,2.5
绩效数据,-0.006899342789992602,0.07142857142857142,-1.6900249384621653,-0.07430015527337591,100,3.0
绩效数据,0.15252953124343538,0.5476190476190477,0.407122337546572,0.22681107081823562,105,0.5
绩效数据,0.13166164106601697,0.5714285714285714,0.3902555725555365,0.23628726842061015,105,1.0
绩效数据,0.1598469847349402,0.6190476190476191,0.6014924338260167,0.38751260791231,105,1.5
绩效数据,0.0282172975497077,0.3333333333333333,-0.08195143430349942,0.06971022529487549,105,2.0
绩效数据,0.02489479518381299,0.23809523809523808,-0.16510495718402984,0.07599343596900311,105,2.5
绩效数据,-0.005396922368960944,0.07142857142857142,-1.570980246890004,-0.05263791918660874,105,3.0
绩效数据,0.19100016404591025,0.5952380952380952,0.5478370241576753,0.2983875594170227,110,0.5
绩效数据,0.14076321253228619,0.5952380952380952,0.4249213791364911,0.26305303511292966,110,1.0
绩效数据,0.15245971601646824,0.5952380952380952,0.5641679953358205,0.3696038574207632,110,1.5
绩效数据,0.018559883479194017,0.2857142857142857,-0.1461602793914131,0.04095871755157654,110,2.0
绩效数据,0.06933906412078494,0.2857142857142857,0.5036671702726747,0.8039326546128603,110,2.5
绩效数据,-0.003987495156082321,0.07142857142857142,-1.6183605724336285,-0.04467299194356101,110,3.0
绩效数据,0.18048592828357823,0.6190476190476191,0.5169255463139465,0.2594284139407419,115,0.5
绩效数据,0.13862886751349301,0.5952380952380952,0.4170599797566087,0.26832745571376027,115,1.0
绩效数据,0.15531153354533167,0.5952380952380952,0.576359396046253,0.3776614686189068,115,1.5
绩效数据,0.015087456059098558,0.2857142857142857,-0.17148637770306013,0.03329562127850578,115,2.0
绩效数据,0.05511778694129488,0.2619047619047619,0.2445662164738906,0.6390479787110173,115,2.5
绩效数据,0.006978419058673024,0.09523809523809523,-1.0622589503379405,0.08060089806499547,115,3.0
