Unnamed: 0,0,1,2,3
2010-10-28,1.0608604672972726,1.010378665083348,,
2010-10-29,1.0621309923626072,1.0114141816227247,,
2010-11-01,1.0586573240522892,1.0123918036902628,,
2010-11-02,1.0673857267974236,1.0135148991368865,,
2010-11-03,1.0520821443307087,1.0143829348757316,,
2010-11-04,1.0556488685005496,1.0153104160174076,,
2010-11-05,1.057550270942179,1.0162695871997771,,
2010-11-08,1.071289612284892,1.0174577474045254,,
2010-11-09,1.079845546519729,1.0187885065131874,,
2010-11-10,1.081676649901983,1.0201497840115539,,
2010-11-11,1.0845003884626363,1.0215581238192646,,
2010-11-12,1.0833846521162216,1.0229478680212016,,
2010-11-15,1.0802227956467059,1.0242849146153135,,
2010-11-16,1.0855943511326633,1.025711487134191,,
2010-11-17,1.0868646231527177,1.027159230853403,,
2010-11-18,1.087175642677299,1.028612158231358,,
2010-11-19,1.0908253008337445,1.0301259132452538,,
2010-11-22,1.0900466858766271,1.0316266913431977,,
2010-11-23,1.0847054857167933,1.0330384494384777,,
2010-11-24,1.0721290997629096,1.0342406011011929,,
2010-11-25,1.0718203316106198,1.0354376066280364,,
2010-11-26,1.0686409772434866,1.0365816229154279,,
2010-11-29,1.0643381333815287,1.0376539251384533,,
2010-11-30,1.0663151234758046,1.0387591771963833,,
2010-12-01,1.07407762037702,1.039993804202667,,
2010-12-02,1.0735250264559861,1.041219221310267,,
2010-12-03,1.0792279525426012,1.042539687185977,,
2010-12-06,1.0801825286185431,1.0438760626629526,,
2010-12-07,1.0817515035997574,1.0452385877229484,,
2010-12-08,1.0778918816913234,1.0465367857511372,,
2010-12-09,1.0716851893094155,1.047731538906294,,
2010-12-10,1.0666204027739115,1.048841878952526,,
2010-12-13,1.0684861865635795,1.0499833153952525,,
2010-12-14,1.0613964799047912,1.0510065900603323,,
2010-12-15,1.0625046949953227,1.052048334976921,,
2010-12-16,1.0475830287390961,1.0528529132846398,,
2010-12-17,1.046597378223888,1.0536578097244653,,
2010-12-20,1.036306247246173,1.054448462699902,,
2010-12-21,1.0332370410125578,1.0550628679252825,,
2010-12-22,1.0297650751988363,1.055511786427652,,
2010-12-23,1.0333285139295074,1.0561767966468645,,
2010-12-24,1.0342666022758609,1.0568704260483226,,
2010-12-27,1.0324097081999883,1.0577194399948013,,
2010-12-28,1.0384250363089271,1.0586963723167515,,
2010-12-29,1.0365681845883579,1.0595223864255336,,
2010-12-30,1.0481132494450247,1.0603741199203454,,
2010-12-31,1.0474820361374928,1.0609601670631004,,
2011-01-04,1.0479364646155738,1.061430665071312,,
2011-01-05,1.0418331965581735,1.0615994118474625,,
2011-01-06,1.040229050589747,1.0614643571153024,1.040229050589747,
2011-01-07,1.0532480444665218,1.0615862037372135,,
2011-01-10,1.0673667316323043,1.0619486255448942,,
2011-01-11,1.0789706700418398,1.0625416480274998,,
2011-01-12,1.0801588277743916,1.062980767402289,,
2011-01-13,1.0787028656270063,1.0634186544275612,,
2011-01-14,1.0624538989647982,1.063573006432172,,
2011-01-17,1.061709405864995,1.0636429859574232,,
2011-01-18,1.0636085164521591,1.0636486948972352,,
2011-01-19,1.0529357436346023,1.0634913293996557,,
2011-01-20,1.051975875661388,1.0634375342350135,,
2011-01-21,1.058165449613348,1.0633926172736148,,
2011-01-24,1.0518961694968942,1.0632220368925198,,
2011-01-25,1.04998475893397,1.0630774941405476,,
2011-01-26,1.051395664540487,1.0628109931029321,,
2011-01-27,1.0502635657215496,1.0627806834594462,,
2011-01-28,1.0480447827774295,1.062653948697394,,
2011-01-31,1.038578434052485,1.0623377514158991,,
2011-02-01,1.0390131855170206,1.061799810969768,,
2011-02-09,1.0374792030463127,1.061093705245211,,
2011-02-10,1.0263188104075491,1.0601710745869704,,
2011-02-11,1.0239310140832893,1.0591615850139813,,
2011-02-14,1.0188369871215817,1.058085790597404,,
2011-02-15,1.020895270313485,1.057096998508517,,
2011-02-16,1.0225876876005262,1.056046887449648,,
2011-02-17,1.0252790047114932,1.0550204604756277,,
2011-02-18,1.0252790047114932,1.0539888498428642,,
2011-02-21,1.0252790047114932,1.0528964115741601,,
2011-02-22,1.0252790047114932,1.0518169502214079,,
2011-02-23,1.0252790047114932,1.0508265088713196,,
2011-02-24,1.0252790047114932,1.0500456739537958,,
2011-02-25,1.0252790047114932,1.0492699851721439,,
2011-02-28,1.0252790047114932,1.048547285629944,,
2011-03-01,1.0252790047114932,1.04789630015211,,
2011-03-02,1.0252790047114932,1.0472123648393716,,
2011-03-03,1.0252790047114932,1.0463990545782795,,
2011-03-04,1.0252790047114932,1.0455949542158711,,
2011-03-07,1.0252790047114932,1.0446958050853528,,
2011-03-08,1.0252790047114932,1.0437807463535684,,
2011-03-09,1.0252790047114932,1.042839538038764,,
2011-03-10,1.0252790047114932,1.041962656755767,,
2011-03-11,1.0252790047114932,1.0411892203458017,,
2011-03-14,1.0252790047114932,1.0405001970447614,,
2011-03-15,1.0252790047114932,1.0397800773472266,,
2011-03-16,1.0252790047114932,1.0391781194273382,,
2011-03-17,1.0252790047114932,1.0385576912559409,,
2011-03-18,1.0252790047114932,1.0381859575221475,,
2011-03-21,1.0252790047114932,1.0378306512969409,,
2011-03-22,1.0390965037534063,1.0378771555720614,,
2011-03-23,1.0410514951319036,1.0380073964740506,,
2011-03-24,1.0421376397997224,1.0382136058840652,,
2011-03-25,1.0442252019737768,1.03839521735147,,
2011-03-28,1.0449940039069718,1.038574007378655,,
2011-03-29,1.0459738776029734,1.0388000768687047,,
2011-03-30,1.0626847663003867,1.0392044057018957,,
2011-03-31,1.0540999431718339,1.039496601678287,,
2011-04-01,1.0501571547528168,1.03953066676675,,
2011-04-06,1.048210867108023,1.0395428139495924,,1.048210867108023
2011-04-07,1.04158709980147,1.0394369912026906,,
2011-04-08,1.0331648353879321,1.0392925185165198,,
2011-04-11,1.0318784314655425,1.0391533415311165,,
2011-04-12,1.0331394597109729,1.0388181984518574,,
2011-04-13,1.0328271476283428,1.038242538718458,,
2011-04-14,1.0277232595488242,1.037388415210241,,
2011-04-15,1.0295702404268554,1.0365452720877821,,
2011-04-18,1.0315880821655292,1.0357600256967574,,
2011-04-19,1.027842423294397,1.0351831677689174,,
2011-04-20,1.0360632411822248,1.0347557316908713,,
2011-04-21,1.0360632411822248,1.0342966437697059,,
2011-04-22,1.0360632411822248,1.0340154353954996,,
2011-04-25,1.0360632411822248,1.0337502248208468,,
2011-04-26,1.0360632411822248,1.0333818546803282,,
2011-04-27,1.0360632411822248,1.0331179725417503,,
2011-04-28,1.0360632411822248,1.032885947245888,,
2011-04-29,1.0360632411822248,1.0326304068565837,,
2011-05-03,1.0360632411822248,1.0323937347809282,,
2011-05-04,1.0360632411822248,1.0321940424210083,,
2011-05-05,1.0360632411822248,1.0321521225398373,,
2011-05-06,1.0360632411822248,1.0321029568009241,,
2011-05-09,1.0360632411822248,1.0320793574365228,,
2011-05-10,1.0360632411822248,1.0322417646161006,,
2011-05-11,1.0360632411822248,1.0324439684010829,,
2011-05-12,1.0360632411822248,1.032731072635427,,
2011-05-13,1.0360632411822248,1.032983872149906,,
2011-05-16,1.0360632411822248,1.033208464709601,,
2011-05-17,1.0360632411822248,1.0333882019841132,,
2011-05-18,1.0360632411822248,1.0335679392586254,,
2011-05-19,1.0360632411822248,1.0337476765331377,,
2011-05-20,1.0360632411822248,1.03392741380765,,
2011-05-23,1.0360632411822248,1.034107151082162,,
2011-05-24,1.0360632411822248,1.0342868883566743,,
2011-05-25,1.0360632411822248,1.0344666256311865,,
2011-05-26,1.0360632411822248,1.0346463629056988,,
2011-05-27,1.0360632411822248,1.034826100180211,,
2011-05-30,1.030776949868661,1.0349177325994972,,
2011-05-31,1.0278899216612214,1.0349612478819925,,
2011-06-01,1.025421132401469,1.0349636166768255,,1.025421132401469
2011-06-02,1.0247242049539886,1.0349543700142005,,
2011-06-03,1.026908697032068,1.0349815315528768,,
2011-06-07,1.0262189961450594,1.0349971980767696,,1.0262189961450594
2011-06-08,1.0213565109123803,1.0349318231801177,,
2011-06-09,1.0283289682151167,1.034982655905178,,
2011-06-10,1.03438819600409,1.0351344757600547,,
2011-06-13,1.0374510345990278,1.035337342924847,,
2011-06-14,1.0367352331825697,1.0355282800660315,,
2011-06-15,1.032236574255574,1.0356442395584329,,
2011-06-16,1.0342379962517179,1.0357935560841034,,
2011-06-17,1.0367905163720186,1.0359854146117786,,
2011-06-20,1.0422737846903447,1.036038369294061,,
2011-06-21,1.0450362050973845,1.036104781126819,,
2011-06-22,1.070851848582175,1.0365833512731932,,
2011-06-23,1.06143935099887,1.0368702537569447,,
2011-06-24,1.0593033504266385,1.0371087428656058,,
2011-06-27,1.062079467202773,1.0373771693589358,,
2011-06-28,1.0630827111189711,1.037383801772579,,
2011-06-29,1.0694514072235553,1.0376396595067743,,
2011-06-30,1.0665140285165722,1.0379122740695035,,
2011-07-01,1.0876616704268547,1.0385697874581505,,
2011-07-04,1.0834947826585752,1.0392682488391025,,
2011-07-05,1.0801114946680286,1.0400506931604374,,
2011-07-06,1.0778908834970526,1.0408175673609628,,
2011-07-07,1.0777152664348557,1.0415604974730275,,
2011-07-08,1.076928355919981,1.0422955176112214,,
2011-07-11,1.0750425228482874,1.0430841719995458,,
2011-07-12,1.0715432042101762,1.0437837213959344,,
2011-07-13,1.0623496963401702,1.0442964149655118,,
2011-07-14,1.0650471789473146,1.044916494226394,,
2011-07-15,1.0645551364697352,1.0453913591478523,,
2011-07-18,1.0569192687724938,1.0457389596076903,,
2011-07-19,1.0711207467751056,1.0463232513675715,,
2011-07-20,1.0732090968266943,1.046942348961646,,
2011-07-21,1.074770205120076,1.0475874650272767,,
2011-07-22,1.0548513267424589,1.047900599786614,,
2011-07-25,1.0522573911363322,1.048170502285849,,
2011-07-26,1.060373612260983,1.0485756751371615,,
2011-07-27,1.0626069157451707,1.0490180697132108,,
2011-07-28,1.0724363716286387,1.0496242885539842,,
2011-07-29,1.0695324200119538,1.0501821082011464,,
2011-08-01,1.0678597596903086,1.0507120501762812,,
2011-08-02,1.06645945584501,1.0512186537539943,,
2011-08-03,1.0618911403977016,1.051649118740919,,
2011-08-04,1.0557482540784564,1.0519772022891893,,
2011-08-05,1.050504965591847,1.0522178976960164,,
2011-08-08,1.0269972435160744,1.0520667977349138,,
2011-08-09,1.0279805921078446,1.0519320869170075,,
2011-08-10,1.0254146480263762,1.05175461036441,,
2011-08-11,1.0123940344743845,1.051360123585946,,
2011-08-12,1.0118948485703312,1.0509573170424145,,
2011-08-15,1.0139636861378982,1.0505889911250088,,
2011-08-16,1.0157467538470206,1.0502503830027554,,
2011-08-17,1.0148385164462437,1.0498966375904888,,
2011-08-18,1.0148385164462437,1.0495428921782224,,
2011-08-19,1.0148385164462437,1.0491891467659562,,
2011-08-22,1.0148385164462437,1.0488354013536898,,
2011-08-23,1.0148385164462437,1.0485697607966495,,
2011-08-24,1.0148385164462437,1.0483522373764,,
2011-08-25,1.0148385164462437,1.048175860443813,,
2011-08-26,1.0148385164462437,1.048011098968684,,
2011-08-29,1.0135024870058438,1.0477876621349134,,
2011-08-30,1.0180810266580123,1.0476520293101292,,
2011-08-31,1.0185274342990713,1.0476048780332408,,
2011-09-01,1.0227164417775918,1.0475113359259487,,
2011-09-02,1.0230348263827942,1.0473221130989272,,
2011-09-05,1.0185360920644708,1.0470068640566845,,
2011-09-06,1.0337135339760155,1.046956502403242,,
2011-09-07,1.035516840583554,1.0470111735087082,,
2011-09-08,1.0356779196686965,1.0470351722323246,,
2011-09-09,1.0404204625683329,1.0470956713355966,,1.0404204625683329
2011-09-13,1.0360796148231708,1.0469924351711437,,
2011-09-14,1.0385044203050946,1.0468835720912724,,
2011-09-15,1.0485325634257885,1.0465115840053325,,
2011-09-16,1.034040481853975,1.046054936186251,,
2011-09-19,1.0331054475220023,1.0456183044711738,,
2011-09-20,1.0260600331237835,1.0450179805698574,,
2011-09-21,1.0257979672148496,1.0443965681714553,,
2011-09-22,1.0268539492723865,1.0436866105389357,,
2011-09-23,1.0209667526660173,1.04292748927476,,
2011-09-26,1.0199179213398588,1.0417984267899767,,
2011-09-27,1.010867498672265,1.0405879720568716,,
2011-09-28,1.0305595058096588,1.0397621055758985,,
2011-09-29,0.9950939392422636,1.0383821565049856,,
2011-09-30,0.9974962391160274,1.0370451727163383,,
2011-10-10,0.9918535769321634,1.035627259733208,,
2011-10-11,0.9914529532102839,1.0342341002392412,,
2011-10-12,0.9959150427697898,1.0329736308819013,,
2011-10-13,0.9890967240881693,1.0317527480110347,,
2011-10-14,0.9927098512469468,1.0305471258826953,,
2011-10-17,0.9971536099398363,1.029423767107197,,
2011-10-18,1.0115370753226163,1.0286673972163656,,
2011-10-19,1.0208490465815054,1.0278295355464722,,
2011-10-20,1.0391734613640762,1.0272622749554285,,
2011-10-21,1.0381256397533098,1.026651532199316,,
2011-10-24,1.038522357277924,1.0263793827082404,,
2011-10-25,1.0470634550129896,1.0262928171061847,,
2011-10-26,1.046382265441573,1.0260596279925278,,
2011-10-27,1.0410559402267734,1.0257004450672214,,
2011-10-28,1.0485932505704956,1.0253030597162522,,
2011-10-31,1.0331147239264158,1.0246960981148265,,
2011-11-01,1.0305477403446779,1.024074231125733,,
2011-11-02,1.0292306277562864,1.0234537506575874,,
2011-11-03,1.0279202764287323,1.0228875695914377,,
2011-11-04,1.0203664386807907,1.0222978726681433,,
2011-11-07,1.0207332388257013,1.0218016772220408,,
2011-11-08,1.0177421744520954,1.0216474260709745,,
2011-11-09,1.0196945455487085,1.021509325294989,,
2011-11-10,1.0149064803242847,1.0213341891666208,,
2011-11-11,1.0058335777069831,1.0212248482204973,,
2011-11-14,1.014636279362544,1.0212705387337009,,1.014636279362544
2011-11-15,1.009858888117517,1.0212021254333612,,
2011-11-16,1.0164657132047514,1.0212141080893236,,
2011-11-17,1.0170062275758933,1.0212502366081508,,
2011-11-18,1.01769341289553,1.021297818215639,,
2011-11-21,1.0198751416967464,1.021381761969814,,1.0198751416967464
2011-11-22,1.0110555819271487,1.0213187130611623,,
2011-11-23,1.0024656448095812,1.0211124985338844,,
2011-11-24,1.0105957130805234,1.0210417851444558,,
2011-11-25,1.0105957130805234,1.020971071755027,,
2011-11-28,1.0066060556698666,1.0208338640754209,,
2011-11-29,1.0235715918879025,1.0210016824901218,,
2011-11-30,1.0316820653923682,1.0212283664690278,,1.0316820653923682
2011-12-01,1.0140565264757855,1.0211538513386396,,
2011-12-02,1.016667251589048,1.021053031502164,,
2011-12-05,1.014060100456442,1.0209034527367247,,
2011-12-06,1.0157517705511994,1.02085704737817,,
2011-12-07,1.0182926700839208,1.0206000329799685,,
2011-12-08,1.0119225365286617,1.0202067945790536,,
2011-12-09,1.012794995367648,1.0198254125073696,,
2011-12-12,0.9963372141397692,1.019090691700227,,
2011-12-13,0.9994582726708622,1.0184803359976884,,
2011-12-14,0.9971921966401853,1.0177917989366065,,
2011-12-15,1.004008355074397,1.0170497287974167,,
2011-12-16,1.0069162940877125,1.0165976590013122,,
2011-12-19,1.0078393038980464,1.0161765566075796,,
2011-12-20,1.0072783940274332,1.015863529289307,,
2011-12-21,0.9931747986589127,1.0153198098133747,,
2011-12-22,0.9953275882178722,1.014794370462466,,
2011-12-23,0.9953275882178722,1.014367051054997,,
2011-12-26,0.9953275882178722,1.0139572121696303,,
2011-12-27,0.9953275882178722,1.0136982136620571,,
2011-12-28,0.9953275882178722,1.0131110150355274,,
2011-12-29,0.9953275882178722,1.0131149091851208,,0.9953275882178722
2011-12-30,0.9953275882178722,1.013078765003485,,
2012-01-04,0.9953275882178722,1.0131366651915799,,
2012-01-05,0.9953275882178722,1.0132012424417063,,0.9953275882178722
2012-01-06,0.9953275882178722,1.0131914515325076,,
2012-01-09,0.9925984776927937,1.0132498140925847,,0.9925984776927937
2012-01-10,0.9918268208162272,1.0132350969187394,,
2012-01-11,1.0048167177882519,1.0133628153828795,,1.0048167177882519
2012-01-12,1.0014237515891156,1.0131942599873214,,
2012-01-13,1.0184410833460285,1.01315412726673,,
2012-01-16,1.0182840294398607,1.012805970067993,,
2012-01-17,1.0286005307068982,1.0126472182505528,,
2012-01-18,1.0204930334837536,1.0123467295206499,,
2012-01-19,1.0245517886735909,1.01197153508166,,
2012-01-20,1.0202456331617338,1.0115359245436626,,
2012-01-30,1.0134062479788357,1.0110750963395303,,
2012-01-31,1.0018337200625993,1.0102957708310654,,
2012-02-01,1.0128725601482345,1.0099584014347622,,
2012-02-02,1.0070942258075226,1.0095675095258096,,
2012-02-03,1.006482088475799,1.0091883672044681,,
2012-02-06,1.003920639704903,1.008788373259071,,
2012-02-07,1.0027634956555056,1.0084949908753162,,
2012-02-08,0.9909525016782406,1.007998645256192,,
2012-02-09,0.989269205436313,1.0075240957725957,,
2012-02-10,0.9916560247853641,1.0070567870932066,,
2012-02-13,0.9956705540914609,1.0067361883226595,,
2012-02-14,1.0020590812551176,1.006673280048462,,
2012-02-15,1.001153958134554,1.006448574694662,,
2012-02-16,1.0024799142483685,1.0063255917968428,,
2012-02-17,1.0026272512917527,1.0060949507649597,,
2012-02-20,1.0099236836902536,1.0059769083668657,,
2012-02-21,0.9957143373176608,1.0056105904405677,,
2012-02-22,0.992222822694691,1.0051497184572002,,
2012-02-23,0.9923596382018571,1.0048381193951121,,
2012-02-24,0.9939204119233637,1.0046956988470084,,
2012-02-27,0.9813999972946164,1.0042091035839098,,
2012-02-28,0.9873804637516682,1.0038221827617622,,
2012-02-29,0.9873804637516682,1.0035017562297923,,
2012-03-01,0.9873804637516682,1.002898570760855,,
2012-03-02,0.9873804637516682,1.0021602107335101,,
2012-03-05,0.9873804637516682,1.0017156096881084,,
2012-03-06,0.9873804637516682,1.0012274965574854,,
2012-03-07,0.9873804637516682,1.0007828359457391,,
2012-03-08,0.9873804637516682,1.0003099808324136,,
2012-03-09,0.9847316201258514,0.9997506299997792,,
2012-03-12,0.9827143721149105,0.99926382725955,,
2012-03-13,0.9846982120522625,0.9987955475376269,,
2012-03-14,0.98242883564479,0.9985637412293772,,
2012-03-15,0.9825679925184496,0.9982822365601702,,
2012-03-16,0.9920969966480697,0.9981973165603016,,
2012-03-19,0.997911612843412,0.9980957041897852,,
2012-03-20,0.9946397541659212,0.9978910951910888,,
2012-03-21,0.9947720010162238,0.9976733068097251,,
2012-03-22,0.9963820890361192,0.9974917017265366,,
2012-03-23,0.9953545726738747,0.9975280312934526,,0.9953545726738747
2012-03-26,0.9949145470283466,0.9975211472736272,,
2012-03-27,0.9956481452652226,0.9975264898910831,,
2012-03-28,0.9965600772761203,0.9975470313753872,,0.9965600772761203
2012-03-29,0.9896494155733457,0.9974523951646452,,
2012-03-30,0.994992109849461,0.9974468038585051,,
2012-04-05,0.9958687717317879,0.9974558235837371,,
2012-04-06,1.0041964536218673,0.997603638007137,,
2012-04-09,0.9994887339006207,0.9976729904351829,,
2012-04-10,1.0059276534418369,0.9978496581889157,,
2012-04-11,1.0023290176787925,0.9979663486799311,,
2012-04-12,0.9933524466503887,0.9979789148292243,,
2012-04-13,0.9987082356363398,0.9980936050762262,,0.9987082356363398
2012-04-16,0.9922325923587614,0.9978838696524014,,
2012-04-17,1.0008875240069028,0.9978749325260312,,
2012-04-18,0.9996109026267621,0.9975610961807102,,
2012-04-19,1.0026144092634022,0.9972999358444359,,
2012-04-20,0.9983352873828109,0.9967955151223677,,
2012-04-23,0.9984744032900806,0.9964285379524732,,
2012-04-24,0.9966122497885468,0.9959628789710558,,
2012-04-25,1.0116892501595487,0.995820272587686,,
2012-04-26,1.0124110668123458,0.9958036862349112,,
2012-04-27,1.009386303866638,0.9959295626316452,,
2012-05-02,1.0133919161812563,0.995938218565529,,
2012-05-03,1.0212129876725027,0.9961735312632788,,
2012-05-04,1.0253438351918551,0.9964878937085463,,
2012-05-07,1.024545856144304,0.9968316473158698,,
2012-05-08,1.0129301933299717,0.9970010922771109,,
2012-05-09,1.0134511036396776,0.997376068976468,,
2012-05-10,1.0123169243568155,0.997760197625143,,
2012-05-11,1.021042181234607,0.9982499668992971,,
2012-05-14,1.0399705802154429,0.9989883006680301,,
2012-05-15,1.0382817923825978,0.9995920125201548,,
2012-05-16,1.035792139578775,1.0001693155442253,,
2012-05-17,1.0339814960114333,1.000694341906943,,
2012-05-18,1.0468340995844447,1.001431122711821,,
2012-05-21,1.0451960667710758,1.0020189957631682,,
2012-05-22,1.042628617669779,1.0028009004357035,,
2012-05-23,1.0436300328280557,1.0036576872712595,,
2012-05-24,1.039209657440285,1.0044385209252333,,
2012-05-25,1.030737270441178,1.0050521352338637,,
2012-05-28,1.0321674520929596,1.0058982594805026,,
2012-05-29,1.032687251955189,1.006653372617228,,
2012-05-30,1.031436786181379,1.0073876446577232,,
2012-05-31,1.0327717265955447,1.008144165705121,,
2012-06-01,1.0340712949951436,1.0089223462258456,,
2012-06-04,1.0309220360181846,1.0096480390969542,,
2012-06-05,1.0328247721088675,1.0104054442362407,,
2012-06-06,1.0314399134895398,1.0111397683985386,,
