,年化收益率,季度胜率,夏普比率,卡玛比率,timeperiod,std
绩效数据,0.0019874838894431424,0.14285714285714285,-3.1894611887853017,0.09638286673375596,75,3.0
绩效数据,0.054344780064168985,0.5476190476190477,0.13347082747807631,0.26616277967568375,80,0.5
绩效数据,0.03421467053429006,0.5476190476190477,-0.06257843449163174,0.18541837532003755,80,1.0
绩效数据,0.03396272943422418,0.5714285714285714,-0.08112358651358446,0.24473835992069445,80,1.5
绩效数据,0.007133545262100194,0.47619047619047616,-0.7334600680973495,0.03383388087998456,80,2.0
绩效数据,0.0037427534191760703,0.23809523809523808,-1.4585336835046492,0.07753203737732524,80,2.5
绩效数据,0.0020381764344423736,0.14285714285714285,-3.1620477226476797,0.07507478374544595,80,3.0
绩效数据,0.056400716645961024,0.5476190476190477,0.1523323510857603,0.2744104218800792,85,0.5
绩效数据,0.030100032974230917,0.5714285714285714,-0.1064343310995932,0.15871359269786145,85,1.0
绩效数据,0.030910357180825576,0.5238095238095238,-0.12204337124188525,0.21196465349393262,85,1.5
绩效数据,0.013508257338902041,0.40476190476190477,-0.6299078363170673,0.1278467006057858,85,2.0
绩效数据,0.004334259587976064,0.19047619047619047,-1.3576431402325084,0.06793159383962337,85,2.5
绩效数据,0.001180057074704921,0.16666666666666666,-4.607943747152932,0.07107477303633769,85,3.0
绩效数据,0.03669408433168253,0.5238095238095238,-0.031004356985716536,0.16301920092183841,90,0.5
绩效数据,0.03422855277398851,0.5714285714285714,-0.062010811552875536,0.17879598927225338,90,1.0
绩效数据,0.02004429696995791,0.47619047619047616,-0.2698996062327276,0.1248270878219408,90,1.5
绩效数据,0.013912690921595416,0.3333333333333333,-0.6199346026226605,0.13940516295546942,90,2.0
绩效数据,0.009002948468911587,0.21428571428571427,-1.158655899025939,0.19281260314006998,90,2.5
绩效数据,0.002745845117675838,0.09523809523809523,-4.61332537633433,0.16538210118400157,90,3.0
绩效数据,0.0364302133509502,0.5476190476190477,-0.03353851775407006,0.1963694393547257,95,0.5
绩效数据,0.033132027780442996,0.4523809523809524,-0.07407512039862484,0.19278243185880747,95,1.0
绩效数据,0.008553192858330005,0.47619047619047616,-0.460215666692726,0.04473132448200054,95,1.5
绩效数据,0.016279589595409982,0.35714285714285715,-0.559646453976774,0.1356869463929921,95,2.0
绩效数据,0.009849889897042274,0.23809523809523808,-1.102613793628863,0.17291266333078045,95,2.5
绩效数据,0.001634538564007082,0.07142857142857142,-4.812617464023497,0.09844816826761932,95,3.0
绩效数据,0.05209748087238997,0.5476190476190477,0.11287052870015526,0.31288229255173555,100,0.5
绩效数据,0.02982669680758754,0.4523809523809524,-0.1087473313315793,0.15027362274013015,100,1.0
绩效数据,0.007107224602045603,0.4523809523809524,-0.47644402926078133,0.03331354429941822,100,1.5
绩效数据,0.013304828786293132,0.35714285714285715,-0.61469090175731,0.08322850278529405,100,2.0
绩效数据,0.009414588206244412,0.19047619047619047,-1.1611983014658023,0.13426487532746195,100,2.5
绩效数据,0.0017204797560432805,0.07142857142857142,-3.355563028801991,0.08419673703082609,100,3.0
绩效数据,0.056316521840173994,0.5476190476190477,0.15317942202197526,0.39219726909251723,105,0.5
绩效数据,0.03885621121812721,0.5,-0.012214074709837708,0.2272943113807257,105,1.0
绩效数据,0.007024527037268635,0.40476190476190477,-0.4791673115571067,0.03571810654583948,105,1.5
绩效数据,0.010030337249527399,0.3333333333333333,-0.699837624419917,0.061271891589284734,105,2.0
绩效数据,0.009948523618392269,0.19047619047619047,-1.157771935735067,0.21114177339115694,105,2.5
绩效数据,0.0029509030386922763,0.09523809523809523,-3.1469947214846723,0.14441111921225594,105,3.0
绩效数据,0.054422292558337526,0.5476190476190477,0.1359491412358874,0.3640032666033374,110,0.5
绩效数据,0.04518491909692335,0.5,0.05539471849123142,0.2415081332331231,110,1.0
绩效数据,0.007883110743642341,0.4523809523809524,-0.4685034029442157,0.04363519641661679,110,1.5
绩效数据,0.0114130083495938,0.30952380952380953,-0.6685185716280565,0.061194725546152726,110,2.0
绩效数据,0.00946248717759346,0.16666666666666666,-1.194637221323571,0.2302954896027498,110,2.5
绩效数据,0.004270781792182099,0.11904761904761904,-2.9318397128478786,0.20900326796019014,110,3.0
绩效数据,0.05539949959819346,0.5476190476190477,0.14478052964268204,0.3576070198046967,115,0.5
绩效数据,0.043063575731790316,0.5,0.0326447747176085,0.2500051740620059,115,1.0
绩效数据,0.007695386601153764,0.47619047619047616,-0.46902455624764794,0.05345320469218688,115,1.5
绩效数据,0.008513198535422983,0.3333333333333333,-0.7470140343334923,0.04271706850368059,115,2.0
绩效数据,0.011776131084541674,0.21428571428571427,-1.089283757272068,0.22247471058919085,115,2.5
绩效数据,0.002671793909232001,0.07142857142857142,-2.9330237923265927,0.13049886104957029,115,3.0
