,年化收益率,季度胜率,夏普比率,卡玛比率,timeperiod,up,down
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.85,0.25
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.85,0.3
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.9,0.05
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.9,0.1
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.9,0.15
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.9,0.2
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.9,0.25
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.9,0.3
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.95,0.05
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.95,0.1
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.95,0.15
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.95,0.2
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.95,0.25
绩效数据,0.023520157,0.476190476,-0.073302221,0.032698955,105,0.95,0.3
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.6,0.05
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.6,0.1
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.6,0.15
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.6,0.2
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.6,0.25
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.6,0.3
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.7,0.05
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.7,0.1
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.7,0.15
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.7,0.2
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.7,0.25
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.7,0.3
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.8,0.05
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.8,0.1
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.8,0.15
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.8,0.2
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.8,0.25
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.8,0.3
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.85,0.05
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.85,0.1
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.85,0.15
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.85,0.2
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.85,0.25
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.85,0.3
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.9,0.05
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.9,0.1
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.9,0.15
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.9,0.2
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.9,0.25
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.9,0.3
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.95,0.05
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.95,0.1
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.95,0.15
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.95,0.2
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.95,0.25
绩效数据,0.025152923,0.476190476,-0.066076597,0.034968912,115,0.95,0.3
