,年化收益率,季度胜率,夏普比率,卡玛比率,fastperiod,slowperiod,signalperiod
绩效数据,0.06978030947175018,0.5238095238095238,0.17367958883634085,0.20372641606187084,45,50,15
绩效数据,0.042275239030979295,0.5238095238095238,0.013439426444691614,0.10275898241682063,45,50,20
绩效数据,0.06729260352671895,0.5,0.15978682520767748,0.2320449944604253,45,50,25
绩效数据,0.08725782820218475,0.5952380952380952,0.2796766899773169,0.251805691786683,45,60,5
绩效数据,0.0796665215579786,0.5476190476190477,0.23005499004633223,0.2455674607244898,45,60,10
绩效数据,0.051281573299188254,0.5238095238095238,0.06640982874327109,0.1225177679039462,45,60,15
绩效数据,0.049973008098707306,0.5238095238095238,0.05869993229113213,0.13807579821314245,45,60,20
绩效数据,0.0738462835997975,0.5238095238095238,0.19966097596456733,0.24898235750366507,45,60,25
绩效数据,0.0829441296305038,0.6190476190476191,0.25328403951800965,0.22956252842590502,45,70,5
绩效数据,0.07240761467062651,0.5,0.1892346802410349,0.19509733394917358,45,70,10
绩效数据,0.04774424160715829,0.5,0.04578666499593817,0.12276341859342918,45,70,15
