,年化收益率,季度胜率,夏普比率,卡玛比率,fastperiod,slowperiod,signalperiod
绩效数据,0.07144640184108608,0.5952380952380952,0.18625731941302479,0.307525090408215,45,70,20
绩效数据,0.053165797016607064,0.4523809523809524,0.08020268414742412,0.18689498911764907,45,70,25
绩效数据,0.0907246647555695,0.6666666666666666,0.3008297360733789,0.312787195674383,45,80,5
绩效数据,0.06714399089819523,0.5,0.1587043125016633,0.19748015038311517,45,80,10
绩效数据,0.05189809443561022,0.5238095238095238,0.07036108478518661,0.14392341650718163,45,80,15
绩效数据,0.052212301453932186,0.5,0.07415243009794383,0.18776147204159466,45,80,20
绩效数据,0.036757993023326385,0.42857142857142855,-0.019901927933642417,0.1203999556508347,45,80,25
绩效数据,0.07625300767795617,0.5476190476190477,0.21747664417478946,0.2298940395119983,45,90,5
绩效数据,0.0365103620392353,0.4523809523809524,-0.02094631151467269,0.09565473359641585,45,90,10
绩效数据,0.037238847141886744,0.5238095238095238,-0.016776573239770467,0.10007198520634676,45,90,15
绩效数据,0.05425625913293319,0.47619047619047616,0.08718215401770511,0.20040489818796986,45,90,20
绩效数据,0.05516918214025601,0.5,0.09340857449439681,0.18449439150503696,45,90,25
绩效数据,0.05180921532053029,0.5,0.07190301450343889,0.13937494139411968,45,100,5
绩效数据,0.04250271463531141,0.5,0.015026219545196309,0.10630793085981001,45,100,10
绩效数据,0.0616017131795068,0.5476190476190477,0.13098159655769073,0.22500285841255024,45,100,15
绩效数据,0.0518358877391627,0.42857142857142855,0.07231033350639413,0.19952586329515332,45,100,20
绩效数据,0.04649662652423636,0.4523809523809524,0.04022697463940908,0.1554920063128226,45,100,25
绩效数据,0.06845221233941334,0.47619047619047616,0.1735716120420838,0.21249348870933177,45,110,5
绩效数据,0.0396781799938668,0.5,-0.0019363272885473846,0.09321682572881287,45,110,10
绩效数据,0.05705036747584469,0.5,0.10292141024399208,0.19935021481785345,45,110,15
绩效数据,0.040760768501618694,0.42857142857142855,0.004620012993905699,0.14335444248365953,45,110,20
绩效数据,0.05009530100877457,0.40476190476190477,0.06175994144597674,0.17482289869873782,45,110,25
绩效数据,0.05105958398889343,0.47619047619047616,0.06634182431733784,0.1410910330500189,45,120,5
绩效数据,0.048173731588269764,0.5,0.04925637696559593,0.1340661182623597,45,120,10
绩效数据,0.05730834199798762,0.4523809523809524,0.10470147861280324,0.20489055304033477,45,120,15
绩效数据,0.04352104898313014,0.4523809523809524,0.021505691712744954,0.15233213983747726,45,120,20
绩效数据,0.05059223600855001,0.35714285714285715,0.06528372179482925,0.1765571056078923,45,120,25
绩效数据,0.07453449984088034,0.5,0.20845631356752525,0.25631721310246824,45,130,5
绩效数据,0.051906391298835564,0.5238095238095238,0.07197417722741972,0.1540450426457341,45,130,10
绩效数据,0.05226650201112926,0.40476190476190477,0.07436722629097729,0.1899661354070382,45,130,15
绩效数据,0.05771363982430344,0.42857142857142855,0.10868936474034442,0.2099764837850933,45,130,20
绩效数据,0.06539177304095523,0.4523809523809524,0.15649842609798056,0.24321091712627976,45,130,25
绩效数据,0.07014624090557664,0.5714285714285714,0.18176427693869426,0.24846235376839013,45,140,5
绩效数据,0.053212830128153366,0.47619047619047616,0.08002069774430337,0.1579222227027653,45,140,10
绩效数据,0.054619500395201026,0.40476190476190477,0.08881596728957977,0.1918450199789321,45,140,15
绩效数据,0.06199403521608904,0.42857142857142855,0.13504598454221362,0.23666624990786106,45,140,20
绩效数据,0.05720034736095325,0.47619047619047616,0.10587547244877539,0.212744635825767,45,140,25
绩效数据,0.07525426768542909,0.5238095238095238,0.21326080710903456,0.266555302734002,45,150,5
绩效数据,0.07193157107235759,0.5,0.19385604194884984,0.2134747119988005,45,150,10
绩效数据,0.06990807788563846,0.4523809523809524,0.18247011052627643,0.23802405001233917,45,150,15
绩效数据,0.0659603280863259,0.42857142857142855,0.15880558221934213,0.23603241744952191,45,150,20
绩效数据,0.04684134165173681,0.42857142857142855,0.0418967531875292,0.15287653431689252,45,150,25
绩效数据,0.08019480109060528,0.47619047619047616,0.24275320352477123,0.30740991981580523,45,160,5
绩效数据,0.07413805437135945,0.5,0.2084896142248789,0.22002299642749432,45,160,10
绩效数据,0.07464401775662699,0.4523809523809524,0.2110182167161336,0.27404410836964455,45,160,15
绩效数据,0.0677675520637615,0.42857142857142855,0.1706203711242412,0.25478434811065864,45,160,20
绩效数据,0.044045952845254144,0.42857142857142855,0.024740203859645794,0.15023342202871748,45,160,25
绩效数据,0.08742516096286379,0.5238095238095238,0.2868617992573258,0.3351259851759411,45,170,5
绩效数据,0.07783389578316502,0.5,0.23000651012440718,0.25994124113741923,45,170,10
绩效数据,0.07343893875745233,0.4523809523809524,0.20417963579615542,0.26961984491533064,45,170,15
绩效数据,0.06986232956192318,0.4523809523809524,0.1828428497708816,0.26670397385193045,45,170,20
绩效数据,0.04365134037481311,0.42857142857142855,0.0222514712596099,0.1475904437508609,45,170,25
绩效数据,0.0876226753803524,0.5238095238095238,0.28867625864092394,0.33588311519455827,45,180,5
绩效数据,0.07772471831523187,0.5,0.2299398398512416,0.24624185975781027,45,180,10
绩效数据,0.06737194084812259,0.47619047619047616,0.16750058713372193,0.24734578890238024,45,180,15
绩效数据,0.06999219958355263,0.4523809523809524,0.1830582974569075,0.26848340240815477,45,180,20
绩效数据,0.047052310548647336,0.4523809523809524,0.04291138667321667,0.17299367025629828,45,180,25
绩效数据,0.07099916583989896,0.5714285714285714,0.1823681241337211,0.19816470284651366,50,60,5
绩效数据,0.07679552176220272,0.5,0.2150900310341326,0.23671776933842723,50,60,10
绩效数据,0.04314151866449478,0.5,0.01858958290611952,0.10818562714098087,50,60,15
绩效数据,0.07593921608821108,0.5714285714285714,0.21185230607683275,0.3296726288367423,50,60,20
绩效数据,0.058991606151794995,0.42857142857142855,0.11333033687091994,0.20435364022739944,50,60,25
绩效数据,0.08655589376088502,0.6428571428571429,0.27518120383783967,0.28596356581772575,50,70,5
绩效数据,0.06510604039071088,0.5,0.1463331332619041,0.17158131588658726,50,70,10
绩效数据,0.05308492522031161,0.5238095238095238,0.07697135712515078,0.14465170470386515,50,70,15
绩效数据,0.0558791376523009,0.47619047619047616,0.09598426366440647,0.21508907566833424,50,70,20
绩效数据,0.04861643892893852,0.42857142857142855,0.05288299829105593,0.1623171051966476,50,70,25
绩效数据,0.07499152654179952,0.5476190476190477,0.20808788299589512,0.20588482304612138,50,80,5
绩效数据,0.050581941920138096,0.47619047619047616,0.06239738647041475,0.13537388798562713,50,80,10
绩效数据,0.045425255599306213,0.5238095238095238,0.03295391243857293,0.12059934248956225,50,80,15
绩效数据,0.055106890926221785,0.47619047619047616,0.09246000870201973,0.1937185626455783,50,80,20
绩效数据,0.062050338917919,0.4523809523809524,0.13646023634267399,0.21530992266797602,50,80,25
绩效数据,0.06203037052035576,0.5,0.13127629462162504,0.15207666445359236,50,90,5
绩效数据,0.049962259392174024,0.5238095238095238,0.059725555834876265,0.13700774345214162,50,90,10
绩效数据,0.048619000329443995,0.5,0.052352961716723205,0.1680396323327099,50,90,15
绩效数据,0.06474682002194254,0.47619047619047616,0.15238947987887339,0.22760603437626376,50,90,20
绩效数据,0.05433350634873424,0.4523809523809524,0.08832402281810711,0.1972051823688106,50,90,25
绩效数据,0.053714558355615116,0.47619047619047616,0.08207443907202544,0.1563083079496934,50,100,5
绩效数据,0.0398566871633812,0.5238095238095238,-0.000860651790316423,0.09636185302321942,50,100,10
绩效数据,0.06059928993037822,0.5,0.12435999493811681,0.22134146516954256,50,100,15
绩效数据,0.03570848565259266,0.4523809523809524,-0.026175399006980633,0.11941477245924714,50,100,20
绩效数据,0.04099832070353737,0.40476190476190477,0.006139406051307129,0.1488047036622812,50,100,25
绩效数据,0.06064599219119349,0.5,0.12362544726062642,0.17663563614889125,50,110,5
绩效数据,0.051612912660682575,0.5238095238095238,0.07003953137048095,0.1453948873499505,50,110,10
绩效数据,0.045046049508460584,0.42857142857142855,0.030505299780509462,0.16234254227895112,50,110,15
绩效数据,0.03308375364280791,0.42857142857142855,-0.042262958972346346,0.11063725725559712,50,110,20
绩效数据,0.04428904525702415,0.40476190476190477,0.02622493051250919,0.16988855373547687,50,110,25
绩效数据,0.06502951793926459,0.47619047619047616,0.15030332534937338,0.22266530083019845,50,120,5
绩效数据,0.043669519556753134,0.5,0.022153203067640074,0.12960009035707445,50,120,10
绩效数据,0.047127654051084544,0.42857142857142855,0.04339467787627081,0.17106147885208017,50,120,15
绩效数据,0.046642429608457325,0.38095238095238093,0.04077023872407455,0.1627730462199254,50,120,20
绩效数据,0.060774508500234914,0.4523809523809524,0.12762260763700511,0.22603797485325247,50,120,25
绩效数据,0.07334303395975916,0.5238095238095238,0.20086864944717084,0.259785593852229,50,130,5
绩效数据,0.05444808357046216,0.5,0.08769623171244023,0.1615881425333936,50,130,10
绩效数据,0.0636296905073035,0.40476190476190477,0.14402905555463602,0.23360668845243546,50,130,15
绩效数据,0.06983615101629859,0.42857142857142855,0.18372803652664793,0.2666040355562636,50,130,20
绩效数据,0.054756382160053185,0.42857142857142855,0.09043510655930806,0.1823066366475693,50,130,25
绩效数据,0.07912700254492466,0.5,0.237397007831189,0.278114340774337,50,140,5
绩效数据,0.07326709654336061,0.5,0.20223895076418286,0.21743821385256445,50,140,10
绩效数据,0.06659116399417142,0.4523809523809524,0.16279438383374892,0.2444792859567012,50,140,15
绩效数据,0.06027005347883341,0.42857142857142855,0.12499498889668433,0.23008483782129896,50,140,20
绩效数据,0.05430987278283661,0.42857142857142855,0.0877042654455385,0.1877141378875886,50,140,25
绩效数据,0.082677317876102,0.5,0.258659074758089,0.2752688656707431,50,150,5
绩效数据,0.07432603662914605,0.5,0.20882033231280223,0.2482260718907047,50,150,10
绩效数据,0.07249167702641035,0.47619047619047616,0.19803430444990258,0.26614211817609656,50,150,15
绩效数据,0.0655712540653175,0.42857142857142855,0.15677758447139534,0.25152507702819693,50,150,20
绩效数据,0.04229884720607502,0.42857142857142855,0.014073436954243887,0.13915391386140064,50,150,25
绩效数据,0.08309454363254676,0.47619047619047616,0.2606534494059604,0.3066969810477751,50,160,5
绩效数据,0.0692211439614554,0.47619047619047616,0.17729536273687396,0.21930144737869767,50,160,10
绩效数据,0.07245285489788267,0.4523809523809524,0.1982756805506052,0.2659995886617812,50,160,15
绩效数据,0.06788867759031536,0.42857142857142855,0.17012927598134553,0.26041449265613964,50,160,20
绩效数据,0.04518327026799329,0.42857142857142855,0.031658464644298785,0.15251444852174215,50,160,25
绩效数据,0.08022452045985062,0.47619047619047616,0.24383636991029467,0.2961038975055451,50,170,5
绩效数据,0.06647214616104269,0.47619047619047616,0.1605575577744728,0.21059227035603728,50,170,10
绩效数据,0.06569968595400666,0.4523809523809524,0.15742768533559454,0.2412063605168536,50,170,15
绩效数据,0.06556393807187666,0.42857142857142855,0.15460377559949928,0.2475829010811937,50,170,20
绩效数据,0.042155720652663264,0.42857142857142855,0.013148120611731392,0.1422950673832024,50,170,25
绩效数据,0.08412206723468407,0.47619047619047616,0.2671720696105462,0.3104895090881777,50,180,5
绩效数据,0.0642339297229404,0.47619047619047616,0.1470369979189774,0.21777158663620122,50,180,10
绩效数据,0.07198565617666342,0.4523809523809524,0.19565336390182167,0.2761301117822826,50,180,15
绩效数据,0.06508862898249657,0.42857142857142855,0.15163532572839514,0.24578803630156468,50,180,20
绩效数据,0.05719015433860197,0.4523809523809524,0.10432153046679277,0.21937597778658072,50,180,25
绩效数据,0.0828194702503553,0.47619047619047616,0.2590897728420816,0.3317926362631903,50,190,5
绩效数据,0.06420897075800558,0.47619047619047616,0.14689442781091716,0.217686968531438,50,190,10
绩效数据,0.06324471460900716,0.4523809523809524,0.1420840002366492,0.2426006935571308,50,190,15
绩效数据,0.05723682065577629,0.42857142857142855,0.10427936165064494,0.2182081898759947,50,190,20
绩效数据,0.07105580568713821,0.4523809523809524,0.1875822840095662,0.2725632939848135,50,190,25
绩效数据,0.08364706405212718,0.47619047619047616,0.2641139955144765,0.328347314856972,50,200,5
绩效数据,0.06107744280912608,0.4523809523809524,0.1278670362228666,0.222633131432356,50,200,10
绩效数据,0.06242473962223127,0.4523809523809524,0.13651384548626133,0.2394553477093213,50,200,15
绩效数据,0.061567072201341055,0.42857142857142855,0.12971736336028833,0.23471673001920165,50,200,20
绩效数据,0.06103191397573848,0.4523809523809524,0.12795394137718646,0.23411260136391882,50,200,25
绩效数据,0.08641163872615398,0.6428571428571429,0.2745472958655795,0.27624629455496613,55,60,5
绩效数据,0.06837531123089424,0.5,0.16550105638867527,0.17464736165918143,55,60,10
绩效数据,0.04596874424290198,0.5,0.03533346172683947,0.12315156082360292,55,60,15
绩效数据,0.062172192453205044,0.5714285714285714,0.1318991843885099,0.25526655153789113,55,60,20
绩效数据,0.03773181078222909,0.42857142857142855,-0.013853818570720483,0.11267920615931501,55,60,25
绩效数据,0.07848557440895498,0.5714285714285714,0.22851068458128168,0.22525809592777402,55,70,5
绩效数据,0.05054990193845166,0.47619047619047616,0.061834150540914554,0.1305292615246025,55,70,10
绩效数据,0.04333489808534252,0.5238095238095238,0.020138669785325903,0.11260180007700403,55,70,15
绩效数据,0.05169508658907196,0.47619047619047616,0.07117874811067357,0.1698786477324523,55,70,20
绩效数据,0.05989322814422393,0.4523809523809524,0.12255360056814085,0.20782491352910692,55,70,25
绩效数据,0.06780875231660288,0.5238095238095238,0.16490181061753575,0.1647676580275339,55,80,5
绩效数据,0.05217651719206762,0.5476190476190477,0.07274600802023602,0.15514952505219431,55,80,10
绩效数据,0.049883606766248256,0.5,0.05995536397557806,0.16320119564807345,55,80,15
绩效数据,0.05544010400549615,0.4523809523809524,0.09495871596524602,0.1948899144980744,55,80,20
绩效数据,0.0575138593514648,0.4523809523809524,0.10802468554286505,0.19956868609020062,55,80,25
绩效数据,0.053045068977275234,0.4523809523809524,0.07776081405862471,0.14116085618516389,55,90,5
绩效数据,0.04597954228139489,0.5238095238095238,0.03590142568358298,0.12952553974924783,55,90,10
绩效数据,0.05525169988961709,0.5,0.0923692411528794,0.20180916675304278,55,90,15
绩效数据,0.04016260268795624,0.42857142857142855,0.0009922855509513526,0.13431003790005905,55,90,20
绩效数据,0.04437194878376571,0.4523809523809524,0.026845950068169085,0.16104939364300566,55,90,25
绩效数据,0.06420006906831333,0.5,0.1450021733931313,0.20533551779634868,55,100,5
绩效数据,0.04751585756096777,0.5476190476190477,0.04539734392281643,0.13385337895638608,55,100,10
绩效数据,0.05463744538694448,0.47619047619047616,0.08836584250124799,0.18987051904344354,55,100,15
绩效数据,0.04509448285405959,0.38095238095238093,0.031229598761614463,0.15080301812782018,55,100,20
绩效数据,0.047206555754279345,0.38095238095238093,0.04401088832116832,0.1810798457583761,55,100,25
绩效数据,0.06885082609339466,0.5238095238095238,0.17306930349823307,0.22694973249345443,55,110,5
绩效数据,0.046289814627800574,0.5,0.03806638251886737,0.1280604482091915,55,110,10
绩效数据,0.04451669874436348,0.40476190476190477,0.027472882149002304,0.1712927351313914,55,110,15
绩效数据,0.0378860756502688,0.40476190476190477,-0.012927400751655218,0.1322150667253106,55,110,20
绩效数据,0.0522078681728122,0.40476190476190477,0.0748607742407606,0.20026440321796748,55,110,25
绩效数据,0.07275202965944327,0.5238095238095238,0.1973620915323553,0.25769221981467505,55,120,5
绩效数据,0.04569146236834154,0.5476190476190477,0.03458157123872091,0.1356007052880023,55,120,10
绩效数据,0.04224504436251686,0.38095238095238093,0.013667018019949238,0.15509622690874228,55,120,15
绩效数据,0.0576098687096962,0.42857142857142855,0.10878342365014927,0.20104728464888746,55,120,20
绩效数据,0.050982309259979486,0.42857142857142855,0.06742545085133626,0.1724703833662266,55,120,25
绩效数据,0.07961176339404608,0.47619047619047616,0.24032476399466882,0.2798181705625316,55,130,5
绩效数据,0.06826305068443572,0.47619047619047616,0.17231162514951517,0.2025874712281861,55,130,10
绩效数据,0.0651918607727382,0.47619047619047616,0.154905169917832,0.23934195794058707,55,130,15
绩效数据,0.06795334046070978,0.4523809523809524,0.17170757795564145,0.2527381272395325,55,130,20
绩效数据,0.05017354917545469,0.42857142857142855,0.06234660476892298,0.16935894939622376,55,130,25
绩效数据,0.07853929582691244,0.5,0.23363203112241968,0.2534548373743725,55,140,5
绩效数据,0.07408004779898847,0.47619047619047616,0.2063359137527807,0.2586308556757946,55,140,10
绩效数据,0.07019724459231891,0.4523809523809524,0.18500930381705982,0.25771845999808846,55,140,15
绩效数据,0.06492470721848664,0.42857142857142855,0.15237935618265205,0.24904498498527983,55,140,20
绩效数据,0.04360811511704843,0.4523809523809524,0.022085591841530038,0.1471975708863328,55,140,25
绩效数据,0.08540491194040545,0.5238095238095238,0.2742640126318764,0.31522441202160806,55,150,5
绩效数据,0.07707807573159942,0.47619047619047616,0.22426456787112212,0.29253568797659146,55,150,10
绩效数据,0.06529194643454339,0.4523809523809524,0.15500792726096355,0.23970940715854588,55,150,15
绩效数据,0.05018949166365427,0.42857142857142855,0.06211704171239783,0.18952583257362338,55,150,20
绩效数据,0.048735524925322515,0.42857142857142855,0.05331595721753237,0.16450495201690693,55,150,25
绩效数据,0.0809672915949533,0.47619047619047616,0.24875954850924692,0.298845421254117,55,160,5
绩效数据,0.07494563938634435,0.47619047619047616,0.21194981606159352,0.2844424172584981,55,160,10
绩效数据,0.06925690286138297,0.47619047619047616,0.17889620778311935,0.26566287430756264,55,160,15
绩效数据,0.05108842540815184,0.42857142857142855,0.06725954324146882,0.19292039108989922,55,160,20
绩效数据,0.04599639324142313,0.42857142857142855,0.03659936399878348,0.16188950282320588,55,160,25
绩效数据,0.07538844477403828,0.47619047619047616,0.2150959947520234,0.2585205738781903,55,170,5
绩效数据,0.06548010077747768,0.47619047619047616,0.15494769939213307,0.25099209396933764,55,170,10
绩效数据,0.06883544984594114,0.4523809523809524,0.17591821282983247,0.2640462207345322,55,170,15
绩效数据,0.05284866941524524,0.42857142857142855,0.07788053612371702,0.19956743412458117,55,170,20
绩效数据,0.05827858749871906,0.42857142857142855,0.11076470254050273,0.20511807319078423,55,170,25
绩效数据,0.07658248900655695,0.4523809523809524,0.22230583102916646,0.28269845621311984,55,180,5
绩效数据,0.06787554340143132,0.4523809523809524,0.1693874736550243,0.26687126260885363,55,180,10
绩效数据,0.06066720780767221,0.4523809523809524,0.1259778600736326,0.23271362328544298,55,180,15
绩效数据,0.046782730712806586,0.42857142857142855,0.040982692294322706,0.1720025264700444,55,180,20
绩效数据,0.05612807820827581,0.4523809523809524,0.09714760188372298,0.18556462803251045,55,180,25
绩效数据,0.07906390766190663,0.47619047619047616,0.23739024748421553,0.28657557308772236,55,190,5
绩效数据,0.06767681654803881,0.42857142857142855,0.16802404463289033,0.2660899136336344,55,190,10
绩效数据,0.045663752946722536,0.4523809523809524,0.034471307270019014,0.1751618013265357,55,190,15
绩效数据,0.048057847935608855,0.42857142857142855,0.04844639039746229,0.17832175265398323,55,190,20
绩效数据,0.05518762342782857,0.4523809523809524,0.09128211248089356,0.18245539737495053,55,190,25
绩效数据,0.07873710791291688,0.5,0.2353133610403837,0.2910324540824373,55,200,5
绩效数据,0.06575665128195607,0.4523809523809524,0.15673170247648038,0.24398458231167358,55,200,10
绩效数据,0.06165942258807866,0.4523809523809524,0.13036260477976502,0.23651966455501588,55,200,15
绩效数据,0.043281501447804516,0.42857142857142855,0.01986640566428889,0.1605988101258623,55,200,20
绩效数据,0.04348612573741839,0.4523809523809524,0.021085559935482213,0.1345836481161749,55,200,25
绩效数据,0.0733212293807266,0.5,0.20338921731604717,0.2710139842399964,55,210,5
绩效数据,0.06325776629262747,0.4523809523809524,0.1415512282575803,0.2347126775160356,55,210,10
绩效数据,0.05463394303144731,0.4523809523809524,0.0882264353434475,0.2095705949996056,55,210,15
绩效数据,0.04963170238254677,0.40476190476190477,0.05835454095964966,0.19038247693684954,55,210,20
绩效数据,0.04918969646921845,0.42857142857142855,0.05563070062334614,0.17255141657025574,55,210,25
绩效数据,0.0696512954985038,0.5,0.1810412839882105,0.25744897160015096,55,220,5
绩效数据,0.06442665368162004,0.4523809523809524,0.1492298436197636,0.23791244986308543,55,220,10
绩效数据,0.05441034131534983,0.4523809523809524,0.08720361012613881,0.2087128801416736,55,220,15
绩效数据,0.05286442796496882,0.42857142857142855,0.0785603860754202,0.2134734973098692,55,220,20
绩效数据,0.05476235842677557,0.42857142857142855,0.0892266892106753,0.1920565796877455,55,220,25
绩效数据,0.07624183625234271,0.5714285714285714,0.21572952668591835,0.21933372470025517,60,70,5
绩效数据,0.05120394565857356,0.5,0.06566453644068793,0.1320062772178493,60,70,10
绩效数据,0.044930606965852604,0.5,0.02992999246233869,0.13996301053401947,60,70,15
绩效数据,0.047849133174678427,0.4523809523809524,0.04805678076601235,0.1674767664867173,60,70,20
绩效数据,0.06130841016099198,0.42857142857142855,0.13133533106338316,0.212735486717023,60,70,25
绩效数据,0.05890486063317435,0.42857142857142855,0.11219370657606341,0.16417465605756518,60,80,5
绩效数据,0.05132059942308942,0.5476190476190477,0.06780060231118012,0.14658093135708009,60,80,10
绩效数据,0.05004805918573507,0.4523809523809524,0.06069467282441888,0.17145652356470134,60,80,15
绩效数据,0.053881008088668025,0.47619047619047616,0.0855147460759475,0.1801865355865624,60,80,20
绩效数据,0.05785826269333594,0.5,0.11076733887783592,0.20999839717223912,60,80,25
绩效数据,0.06658619042003244,0.47619047619047616,0.15916896603347566,0.2068854211969387,60,90,5
绩效数据,0.04457197908756316,0.5238095238095238,0.02752719949871795,0.11955798168889825,60,90,10
绩效数据,0.05923163723895475,0.5476190476190477,0.11619780553439382,0.21004937298231408,60,90,15
绩效数据,0.04582518284977577,0.42857142857142855,0.03573890743105727,0.1532465934329546,60,90,20
绩效数据,0.04884351112897911,0.40476190476190477,0.05414539502826303,0.187359050458395,60,90,25
绩效数据,0.05855113793106104,0.5,0.11121716072087631,0.17460044194787422,60,100,5
绩效数据,0.05086636402566547,0.5476190476190477,0.06567740305904292,0.14234900333441938,60,100,10
绩效数据,0.05225318561561054,0.42857142857142855,0.07440032941748496,0.20047869371509097,60,100,15
绩效数据,0.04295886235665147,0.38095238095238093,0.018085845692537367,0.1499181098976615,60,100,20
绩效数据,0.052320153488184085,0.42857142857142855,0.07515355431039046,0.1879762184681086,60,100,25
绩效数据,0.07994488395972543,0.5476190476190477,0.24035380423815234,0.28316975769395913,60,110,5
绩效数据,0.04456397756020136,0.47619047619047616,0.02775492706389781,0.13225461550972356,60,110,10
绩效数据,0.04286047374007662,0.40476190476190477,0.017411802555122303,0.15593699507953743,60,110,15
绩效数据,0.04460047751110796,0.38095238095238093,0.02818310880455996,0.15564702885953355,60,110,20
绩效数据,0.05213213714522813,0.42857142857142855,0.0742524641617772,0.17636018865462053,60,110,25
绩效数据,0.06387186142139134,0.5238095238095238,0.14432392799544982,0.21706527818208377,60,120,5
绩效数据,0.06179346313628731,0.5,0.13302857692946563,0.20266090341445064,60,120,10
绩效数据,0.05959403932170804,0.5,0.12013932619703245,0.21681784183802968,60,120,15
绩效数据,0.05807450853428908,0.42857142857142855,0.11107523214401652,0.21599589406202918,60,120,20
绩效数据,0.05063189666272949,0.42857142857142855,0.06512106040188916,0.17742261178359908,60,120,25
绩效数据,0.08280956481081891,0.5476190476190477,0.2601391255829208,0.25135588282670757,60,130,5
绩效数据,0.08182645747953177,0.47619047619047616,0.25311149030682556,0.332584958915181,60,130,10
绩效数据,0.06620675831146183,0.4523809523809524,0.16092006265616474,0.24306799921549366,60,130,15
绩效数据,0.055542110041418624,0.42857142857142855,0.09510196540230202,0.1919731858804386,60,130,20
绩效数据,0.04140450229120418,0.42857142857142855,0.008602586919248765,0.1397593577402797,60,130,25
绩效数据,0.08221043480744417,0.5,0.2557072196052792,0.2819144080886387,60,140,5
绩效数据,0.07411300508399976,0.47619047619047616,0.20666437124264558,0.2812823066024218,60,140,10
绩效数据,0.06900665536645345,0.4523809523809524,0.17759864883921989,0.2647029487832535,60,140,15
绩效数据,0.05172760355682793,0.42857142857142855,0.0715530029470861,0.1953340591063546,60,140,20
绩效数据,0.05351390484383267,0.4523809523809524,0.08247546153099972,0.18834823425882097,60,140,25
绩效数据,0.08080091191998462,0.5,0.24793767352149582,0.2770808998918232,60,150,5
绩效数据,0.07482668951733351,0.47619047619047616,0.21116628644479862,0.28681854889888764,60,150,10
绩效数据,0.05465099328904066,0.4523809523809524,0.08950097753255569,0.2070930014752442,60,150,15
绩效数据,0.04955793297600031,0.42857142857142855,0.05811306344066724,0.1871409372075002,60,150,20
绩效数据,0.04964952324571814,0.42857142857142855,0.05884041492467402,0.17474710661487108,60,150,25
绩效数据,0.07967032214812808,0.5,0.24115890231524134,0.2732039036556329,60,160,5
绩效数据,0.07022159753066126,0.47619047619047616,0.1837925188964285,0.26916674832233983,60,160,10
绩效数据,0.0719824871429171,0.47619047619047616,0.19547067120034806,0.2761179556710641,60,160,15
绩效数据,0.034519455499278484,0.42857142857142855,-0.033232916523838106,0.12691507032146834,60,160,20
绩效数据,0.04642751490905295,0.42857142857142855,0.03882339263140569,0.1425368908931897,60,160,25
绩效数据,0.07516230566292004,0.47619047619047616,0.2139574508239481,0.2724338001614331,60,170,5
绩效数据,0.06912639583285163,0.4523809523809524,0.1769259901961897,0.2564877390375528,60,170,10
绩效数据,0.06921050371637283,0.4523809523809524,0.17799431934659793,0.2654848916124155,60,170,15
绩效数据,0.049319479433403535,0.4523809523809524,0.056200865713732395,0.18132919856280616,60,170,20
绩效数据,0.057193084926834725,0.4523809523809524,0.10271245224568339,0.18908563893988856,60,170,25
绩效数据,0.07345066371734377,0.47619047619047616,0.2035899531170529,0.27149240659543605,60,180,5
绩效数据,0.0714392620666664,0.4523809523809524,0.1905875557334181,0.2650694367213416,60,180,10
绩效数据,0.06527401145701694,0.4523809523809524,0.15287166272980762,0.2503848827309458,60,180,15
绩效数据,0.05783573352154692,0.4523809523809524,0.10748189752825087,0.22185235796311759,60,180,20
绩效数据,0.052039964711110054,0.4523809523809524,0.0724131350531936,0.17204894595907022,60,180,25
绩效数据,0.07379917851476381,0.47619047619047616,0.20592736377501578,0.2727806062698437,60,190,5
绩效数据,0.06519348493659294,0.4523809523809524,0.1536415442549283,0.24189500045391982,60,190,10
绩效数据,0.07469732247550809,0.4523809523809524,0.2079201351593012,0.2865318050915527,60,190,15
绩效数据,0.0546315621431277,0.42857142857142855,0.08865088973684986,0.20956146213907853,60,190,20
绩效数据,0.04024973951802591,0.42857142857142855,0.0015100054911066692,0.1264639692754281,60,190,25
绩效数据,0.06373328343291296,0.47619047619047616,0.1451016772919691,0.23557448801303144,60,200,5
绩效数据,0.06795545303601314,0.4523809523809524,0.16983403050639304,0.25214305323576974,60,200,10
绩效数据,0.06278827819385757,0.4523809523809524,0.13663713275395298,0.2408498469992073,60,200,15
绩效数据,0.05674596829587064,0.4523809523809524,0.10114613303982474,0.21767212248892887,60,200,20
绩效数据,0.057654632081204804,0.42857142857142855,0.10627829658800857,0.19001899603940176,60,200,25
绩效数据,0.0563985603493069,0.47619047619047616,0.10025169088893535,0.20133745063863176,60,210,5
绩效数据,0.07756622979107153,0.47619047619047616,0.22827774138206375,0.28780304057635236,60,210,10
绩效数据,0.055753397849634956,0.47619047619047616,0.09517511114271641,0.21386471691915526,60,210,15
绩效数据,0.05408841174432699,0.4523809523809524,0.08511422337078813,0.18798425140465175,60,210,20
绩效数据,0.06774507712136124,0.42857142857142855,0.16649170130573293,0.23758815683602155,60,210,25
绩效数据,0.06025220241867535,0.47619047619047616,0.12395214531687807,0.21509458318093402,60,220,5
绩效数据,0.06567194336319826,0.47619047619047616,0.15622076904202506,0.24251101120382482,60,220,10
绩效数据,0.048097181915770504,0.42857142857142855,0.04910679921914401,0.1709900361077303,60,220,15
