,年化收益率,季度胜率,夏普比率,卡玛比率,timeperiod,std
绩效数据,0.0447210117732284,0.5,0.02633410804937293,0.12464852233891273,65,2.0
绩效数据,0.05259974248477617,0.4523809523809524,0.07870710082036332,0.14905889381744164,65,2.5
绩效数据,0.00532542351242804,0.2857142857142857,-0.24940021714971247,0.011529070221662519,65,3.0
绩效数据,0.057357373101765585,0.5952380952380952,0.08049365564331938,0.11137301821487226,70,0.5
绩效数据,0.04574203258631093,0.5238095238095238,0.027510791556923344,0.08864118583548018,70,1.0
绩效数据,0.08507097095753213,0.5238095238095238,0.22995129511509915,0.2696758519928726,70,1.5
绩效数据,0.09078615233409915,0.5476190476190477,0.27615427365152284,0.36945777170357147,70,2.0
绩效数据,0.07775375335638302,0.47619047619047616,0.21819658974828413,0.27051971776312317,70,2.5
绩效数据,0.03058937960635233,0.30952380952380953,-0.061523373988223044,0.08146317046946715,70,3.0
绩效数据,0.055331048268804306,0.5952380952380952,0.07145531826617495,0.09838906106432331,75,0.5
绩效数据,0.06363161234480552,0.5,0.1149969144915381,0.14352860730709946,75,1.0
绩效数据,0.07545338170773097,0.5238095238095238,0.18087071891470044,0.23811496103231983,75,1.5
绩效数据,0.07075807352758212,0.5,0.1687721091202915,0.20747316904012614,75,2.0
绩效数据,0.05950268039855988,0.42857142857142855,0.11215096680670941,0.18592154535315178,75,2.5
绩效数据,0.03471420067749986,0.3333333333333333,-0.032830307552710186,0.09186191035848267,75,3.0
绩效数据,0.06010469899608295,0.6190476190476191,0.09402964207247386,0.11898295546110653,80,0.5
绩效数据,0.07662745335156207,0.5714285714285714,0.17948211092771185,0.22922352795150577,80,1.0
绩效数据,0.06320805707386135,0.5238095238095238,0.11795774047402399,0.1908437377203682,80,1.5
绩效数据,0.06850150505150832,0.5238095238095238,0.15618042943052465,0.18460601812940972,80,2.0
绩效数据,0.055250320614523396,0.42857142857142855,0.0874047503743081,0.17509008996364017,80,2.5
绩效数据,0.027598376506856592,0.23809523809523808,-0.08229343640698508,0.08918829851950155,80,3.0
绩效数据,0.057341512732204336,0.6428571428571429,0.08081504134400674,0.10740932347734934,85,0.5
绩效数据,0.06111484583698412,0.5714285714285714,0.10323578981052216,0.146915424150539,85,1.0
绩效数据,0.054971804078625786,0.5476190476190477,0.07614592285649444,0.14315721326829042,85,1.5
绩效数据,0.07840346417282062,0.5238095238095238,0.21072956239342752,0.20437366431442217,85,2.0
绩效数据,0.05503875324124485,0.3333333333333333,0.08854744507694665,0.13535506333842415,85,2.5
绩效数据,0.02442213251001646,0.2619047619047619,-0.10263205810615464,0.06664390102112779,85,3.0
绩效数据,0.05034862908676785,0.6190476190476191,0.04818290143533588,0.09799631279545934,90,0.5
绩效数据,0.03799138556572501,0.5714285714285714,-0.009709544552026729,0.07803984691613763,90,1.0
绩效数据,0.045215130028112505,0.5238095238095238,0.02631843329790421,0.09872454307409871,90,1.5
绩效数据,0.06320536117957043,0.5476190476190477,0.12607010956629594,0.16178817902869888,90,2.0
绩效数据,0.03342753384157793,0.30952380952380953,-0.03826825582396644,0.08258373402492628,90,2.5
绩效数据,0.020084881566676094,0.21428571428571427,-0.12966491408773534,0.056413934750900764,90,3.0
绩效数据,0.05209563962286157,0.6190476190476191,0.05609657238781935,0.10170149231220763,95,0.5
绩效数据,0.05680889559679425,0.5714285714285714,0.08088098930101709,0.12402578167862532,95,1.0
绩效数据,0.04191128698204438,0.5238095238095238,0.009625946267678842,0.08527787914845837,95,1.5
绩效数据,0.05463645456211008,0.5476190476190477,0.07924013325547276,0.1316120119284837,95,2.0
绩效数据,0.023110000882845982,0.30952380952380953,-0.09752152328629232,0.05299800022776317,95,2.5
绩效数据,0.036110490152334584,0.23809523809523808,-0.02462741729554161,0.109922970065261,95,3.0
绩效数据,0.06304930749732285,0.6190476190476191,0.10720208447145547,0.1370558148376991,100,0.5
绩效数据,0.06540590641335187,0.5476190476190477,0.12284408564717748,0.17086907011922836,100,1.0
绩效数据,0.0266717987890408,0.5238095238095238,-0.06689767767628732,0.049186926519930736,100,1.5
绩效数据,0.04482865545676784,0.5,0.026256125460529012,0.10671022523006087,100,2.0
绩效数据,0.03756609899381558,0.3333333333333333,-0.014117964471672132,0.10441888033449326,100,2.5
绩效数据,0.0482675197328446,0.2619047619047619,0.05165898924926398,0.14692985623666072,100,3.0
绩效数据,0.05931512849333265,0.6428571428571429,0.0897621157136455,0.1375514674776661,105,0.5
绩效数据,0.06446814797358758,0.5714285714285714,0.1184694904249176,0.1644809652328667,105,1.0
绩效数据,0.03379115018211154,0.5476190476190477,-0.03106883554717725,0.06757820639657895,105,1.5
绩效数据,0.04471143890677465,0.4523809523809524,0.025472428242252286,0.1126027116169532,105,2.0
绩效数据,0.048915091497315544,0.3333333333333333,0.0512131973321212,0.14215733662347171,105,2.5
绩效数据,0.038173224685299934,0.2857142857142857,-0.01133818637376053,0.10724413574731867,105,3.0
绩效数据,0.05765922252642186,0.5952380952380952,0.08150148468613819,0.12748573755816936,110,0.5
绩效数据,0.06367354548407156,0.5476190476190477,0.11516581207294639,0.1607001439795108,110,1.0
绩效数据,0.03728223811764475,0.5238095238095238,-0.013683250313491511,0.08060622279146057,110,1.5
绩效数据,0.05713285922991762,0.4523809523809524,0.09372283560211296,0.17391659732059833,110,2.0
绩效数据,0.037689876265031064,0.30952380952380953,-0.013502152710518144,0.10740218857762178,110,2.5
绩效数据,0.03791729097299901,0.2857142857142857,-0.012926499904589035,0.10652511370999808,110,3.0
绩效数据,0.03904416544330358,0.5952380952380952,-0.004423803310672158,0.08069421921043254,115,0.5
绩效数据,0.05637000655582036,0.5476190476190477,0.07990232232736906,0.14382285561631494,115,1.0
绩效数据,0.03534473678876293,0.5,-0.023470210915397808,0.0835086575839432,115,1.5
绩效数据,0.04713777359648841,0.40476190476190477,0.03918642661766499,0.14349082646431077,115,2.0
绩效数据,0.034487484957551384,0.30952380952380953,-0.03207691380606347,0.10383440303345959,115,2.5
绩效数据,0.03951239578920429,0.2857142857142857,-0.0030217171883755002,0.11100641281036457,115,3.0
绩效数据,0.0407099015600354,0.5952380952380952,0.0032854178625978617,0.09625791089203627,120,0.5
绩效数据,0.04133012723332086,0.5238095238095238,0.006531358567563594,0.10091953903836808,120,1.0
绩效数据,0.03434185834057146,0.5,-0.028530445193438975,0.08381926322806064,120,1.5
绩效数据,0.042965469507753706,0.40476190476190477,0.016078627116058244,0.1307900280117176,120,2.0
绩效数据,0.032380216722593724,0.3333333333333333,-0.04386625603924315,0.09190169027954842,120,2.5
绩效数据,0.024668105855592204,0.2619047619047619,-0.09707086706329916,0.06930275644292401,120,3.0
绩效数据,0.02831622298195402,0.5476190476190477,-0.05404695787969339,0.05527904640337115,125,0.5
绩效数据,0.0367647298210898,0.5238095238095238,-0.015850580407287373,0.09483354658105911,125,1.0
绩效数据,0.027328284529105185,0.5,-0.06349242243991493,0.06838497075233645,125,1.5
绩效数据,0.05636959318953472,0.38095238095238093,0.09193246684745221,0.16720023557004934,125,2.0
绩效数据,0.02618156105342151,0.30952380952380953,-0.08036131012775717,0.07712043319608139,125,2.5
绩效数据,0.01634406439163283,0.2619047619047619,-0.14889426788036544,0.04487350326799748,125,3.0
绩效数据,0.023896708869721506,0.5238095238095238,-0.07467297651354539,0.04627529734706483,130,0.5
绩效数据,0.037326361997495505,0.5,-0.013067348628264204,0.09885839149913032,130,1.0
绩效数据,0.04915274409219794,0.5,0.04667505681026021,0.13674687509236075,130,1.5
绩效数据,0.05239383106431417,0.38095238095238093,0.07058375444671577,0.15540755930090858,130,2.0
绩效数据,0.03956503181584936,0.3333333333333333,-0.0025178762253382117,0.11735551501504668,130,2.5
绩效数据,0.0037050826020914585,0.2619047619047619,-0.22383228039114733,0.00894089163109268,130,3.0
绩效数据,0.032966732809757815,0.5238095238095238,-0.03262804287101793,0.07114703568705648,135,0.5
绩效数据,0.045676145018145764,0.5,0.027906745208440553,0.13545775779982375,135,1.0
绩效数据,0.04192687487269087,0.5,0.010016645990073873,0.11664392755925443,135,1.5
绩效数据,0.054102174426440275,0.38095238095238093,0.0800598113381954,0.1604747488337762,135,2.0
绩效数据,0.0304289523016823,0.3333333333333333,-0.05571781241938426,0.09025660298601632,135,2.5
绩效数据,-0.0019843083136062978,0.23809523809523808,-0.26236407195119776,-0.0044302132536974265,135,3.0
绩效数据,0.06071695791648657,0.4523809523809524,0.09626150128799067,0.15006609408974234,140,0.5
绩效数据,0.06423038554201144,0.5,0.11786948215595712,0.19627589732317477,140,1.0
绩效数据,0.0626995863286548,0.5238095238095238,0.11653483198275742,0.1751621435055278,140,1.5
绩效数据,0.04775378334877867,0.38095238095238093,0.04274167162056466,0.14164451743390014,140,2.0
绩效数据,0.033815284897694475,0.3333333333333333,-0.035071988742896416,0.10030094738758075,140,2.5
绩效数据,-0.003005008220659966,0.23809523809523808,-0.26253021625203865,-0.007066148697255099,140,3.0
绩效数据,0.06283953812970111,0.5,0.10576567879053145,0.14760525513445255,145,0.5
绩效数据,0.058724377314689935,0.5476190476190477,0.09101066573040317,0.15117966730578192,145,1.0
绩效数据,0.06297563496826974,0.5238095238095238,0.11729196888326851,0.1759333331458115,145,1.5
绩效数据,0.04458110855544417,0.38095238095238093,0.025194487987401013,0.13223391248152702,145,2.0
绩效数据,0.029800731257610735,0.3333333333333333,-0.057564679224492835,0.08839320996478847,145,2.5
绩效数据,-0.007325267678722991,0.2619047619047619,-0.288393847425809,-0.01863555817033784,145,3.0
绩效数据,0.06540048629539674,0.5238095238095238,0.11720122137538376,0.13971810215757752,150,0.5
绩效数据,0.08207031088185368,0.5714285714285714,0.20049518832398142,0.20812408624893755,150,1.0
绩效数据,0.08641341857914586,0.5476190476190477,0.23080138786008833,0.2899885885886676,150,1.5
绩效数据,0.0681362026354222,0.4523809523809524,0.14522851585143098,0.22071483833042096,150,2.0
绩效数据,0.054651551525264574,0.38095238095238093,0.07797157177891878,0.1834012188335872,150,2.5
绩效数据,0.007819601288788114,0.2857142857142857,-0.18217696007898984,0.02624123866809994,150,3.0
绩效数据,0.0725685597100405,0.5476190476190477,0.1500017367623596,0.1588425678182787,155,0.5
绩效数据,0.09567608288918095,0.5714285714285714,0.2664205280793559,0.2898897543915731,155,1.0
绩效数据,0.09801260618035124,0.5476190476190477,0.2868671023009596,0.32891346966102036,155,1.5
绩效数据,0.09097106541088729,0.47619047619047616,0.26015899181920843,0.28509166978734507,155,2.0
绩效数据,0.08820880068158266,0.42857142857142855,0.2534801532044973,0.2960135825123383,155,2.5
绩效数据,0.012512148522346722,0.23809523809523808,-0.15926767086060312,0.04198862109458016,155,3.0
绩效数据,0.07166345769848759,0.5714285714285714,0.14595451046539257,0.14392827169005992,160,0.5
绩效数据,0.09083333342526223,0.5238095238095238,0.2458602491847278,0.2764776748763903,160,1.0
绩效数据,0.09426195495278855,0.5238095238095238,0.2703287252702567,0.3163269284310485,160,1.5
绩效数据,0.08793106091853309,0.47619047619047616,0.24386717711984965,0.2755646849930946,160,2.0
绩效数据,0.08287797878313086,0.42857142857142855,0.22480772300607166,0.27812425995378537,160,2.5
绩效数据,0.003967450656179317,0.21428571428571427,-0.21034593089484951,0.012136022638268703,160,3.0
绩效数据,0.08042002206610999,0.6190476190476191,0.18665896851543304,0.17267961131027795,165,0.5
绩效数据,0.10565494271913112,0.5714285714285714,0.3169340740719701,0.35455983827876675,165,1.0
绩效数据,0.11031603177405125,0.5476190476190477,0.3461022063856501,0.3702016524616461,165,1.5
绩效数据,0.08870342940852827,0.5,0.2434466064094711,0.26399955997444474,165,2.0
绩效数据,0.10185671346101755,0.4523809523809524,0.321337477397215,0.34181363335125636,165,2.5
绩效数据,0.04772595933299684,0.2619047619047619,0.04441344775311261,0.15699459891557171,165,3.0
绩效数据,0.08218976646091125,0.5952380952380952,0.19532375900998705,0.191505710553216,170,0.5
绩效数据,0.09514461604631452,0.5714285714285714,0.26501679036581355,0.31928898743672574,170,1.0
绩效数据,0.10584273054640958,0.5476190476190477,0.32383546051934736,0.3525170614955551,170,1.5
绩效数据,0.0847725822724652,0.5,0.22347780431382028,0.2523005544098671,170,2.0
绩效数据,0.08700533806207988,0.4523809523809524,0.24332088205916583,0.29197496869301376,170,2.5
绩效数据,0.08330910210003895,0.35714285714285715,0.2360629173857331,0.22735065677621089,170,3.0
绩效数据,0.08921099784368569,0.6428571428571429,0.22687425902232472,0.22206820517407763,175,0.5
绩效数据,0.08821894374907102,0.5714285714285714,0.23200773561933644,0.26358991112843144,175,1.0
绩效数据,0.10242447515158681,0.5476190476190477,0.30862313857869733,0.3419677183273508,175,1.5
绩效数据,0.07989832486633275,0.47619047619047616,0.20104335501687806,0.2398227743446982,175,2.0
绩效数据,0.10030612655856297,0.4523809523809524,0.31388333242240807,0.3366101300676196,175,2.5
绩效数据,0.08341860847015559,0.35714285714285715,0.23665970840664102,0.22764949981424146,175,3.0
绩效数据,0.06627772596569592,0.5952380952380952,0.12237649892341919,0.15793088550627338,180,0.5
绩效数据,0.10183458674245705,0.5476190476190477,0.2985506992524239,0.32855353825616124,180,1.0
绩效数据,0.09923948343654398,0.5476190476190477,0.2927009263757714,0.31969723349324236,180,1.5
绩效数据,0.07522628913597873,0.47619047619047616,0.17748330386359398,0.22579919409360327,180,2.0
绩效数据,0.09375277111628422,0.42857142857142855,0.28221574834715857,0.3008128021617621,180,2.5
绩效数据,0.08178020996245916,0.35714285714285715,0.22753454901976783,0.22317830798290175,180,3.0
绩效数据,0.07851772824587955,0.5952380952380952,0.17958433646773866,0.19221260798275247,185,0.5
绩效数据,0.0986916220854106,0.5476190476190477,0.28354011117662864,0.33119213039652967,185,1.0
绩效数据,0.10297562200526378,0.5476190476190477,0.31025774738087253,0.33262963902540493,185,1.5
绩效数据,0.09875689680465283,0.47619047619047616,0.29965154662302634,0.33141118114136564,185,2.0
绩效数据,0.10283026320640709,0.42857142857142855,0.33073063576073997,0.3299386167880225,185,2.5
绩效数据,0.08119220459021292,0.35714285714285715,0.22432073159020502,0.22157364049521722,185,3.0
绩效数据,0.07205929313531301,0.5714285714285714,0.15003032396609298,0.1630335300854172,190,0.5
绩效数据,0.096606576467821,0.5476190476190477,0.2729174628327493,0.32419507547462534,190,1.0
绩效数据,0.11262156391450007,0.5476190476190477,0.35943299611860363,0.3779386222789231,190,1.5
绩效数据,0.09179622804508303,0.47619047619047616,0.2657195488519822,0.30805237249323764,190,2.0
绩效数据,0.10027099832104414,0.42857142857142855,0.31692610093299795,0.3217270233335172,190,2.5
绩效数据,0.07868315370917278,0.35714285714285715,0.21042185683681847,0.21472643711275352,190,3.0
绩效数据,0.07785800806281107,0.5952380952380952,0.1769138831289819,0.1941576818934433,195,0.5
绩效数据,0.10500278857902923,0.5476190476190477,0.3134269781391578,0.3523713210121202,195,1.0
绩效数据,0.11100901591665036,0.5476190476190477,0.3511547193051509,0.3725271882028639,195,1.5
绩效数据,0.08628807027016028,0.4523809523809524,0.23778309998917846,0.270746877848102,195,2.0
绩效数据,0.09659670752600236,0.42857142857142855,0.29759545050935926,0.3030923845114141,195,2.5
绩效数据,0.08192161027641531,0.35714285714285715,0.22717607142781696,0.2196800250243277,195,3.0
绩效数据,0.08779814066489822,0.5952380952380952,0.22350008950177813,0.22201789040526798,200,0.5
绩效数据,0.11204852408439292,0.5714285714285714,0.34708806370943784,0.3760155990463024,200,1.0
绩效数据,0.11647236147730733,0.5714285714285714,0.37746279617398326,0.3908612374067619,200,1.5
绩效数据,0.10860001183650314,0.47619047619047616,0.3519347535413047,0.34075526369916026,200,2.0
绩效数据,0.11131388040317258,0.4523809523809524,0.3732617158533271,0.3343727651327656,200,2.5
绩效数据,0.09796566678900387,0.38095238095238093,0.3125543697258231,0.2627035779584657,200,3.0
绩效数据,0.0924056810539593,0.5952380952380952,0.24523044463742466,0.238829990686441,205,0.5
绩效数据,0.10977971296664446,0.5476190476190477,0.3378359961911199,0.36840185867324254,205,1.0
绩效数据,0.11050229862931626,0.5714285714285714,0.3525295175553945,0.36626348588374263,205,1.5
绩效数据,0.1071881623411568,0.47619047619047616,0.3446220461291107,0.32850283099761896,205,2.0
绩效数据,0.10711027402176554,0.4523809523809524,0.3524444304432622,0.3034337729957146,205,2.5
绩效数据,0.09609409408970326,0.38095238095238093,0.30238567324614984,0.252946690662382,205,3.0
绩效数据,0.0871091911022781,0.5714285714285714,0.221603106498155,0.22641519085491243,210,0.5
绩效数据,0.09920077210505784,0.5476190476190477,0.2890026891381878,0.29538158561246686,210,1.0
绩效数据,0.09256221445066859,0.5238095238095238,0.2684325726085508,0.2775126363207966,210,1.5
绩效数据,0.07615169834911839,0.4523809523809524,0.19052212932792406,0.18549958117242718,210,2.0
绩效数据,0.052829083994129,0.40476190476190477,0.07311321115179725,0.12759405280228536,210,2.5
绩效数据,0.0381886924785062,0.3333333333333333,-0.01070280806808959,0.07862912297373617,210,3.0
绩效数据,0.09037205009330296,0.5714285714285714,0.23711721552103282,0.23082987899889082,215,0.5
绩效数据,0.08380484341469341,0.5476190476190477,0.21351461002265318,0.2495384562493193,215,1.0
绩效数据,0.0831742264853026,0.5,0.22214653868312667,0.2307748816579738,215,1.5
绩效数据,0.07504704358224412,0.4523809523809524,0.18368034289363394,0.1891877729494779,215,2.0
绩效数据,0.044405516139890855,0.40476190476190477,0.025133663967911724,0.10128845112217032,215,2.5
绩效数据,0.03571942368697689,0.35714285714285715,-0.025237464789905316,0.07354498872185927,215,3.0
绩效数据,0.07506493199436504,0.5714285714285714,0.1628347171888591,0.17876928043730736,220,0.5
绩效数据,0.06570329183352208,0.5714285714285714,0.12334056578659817,0.16471547941683592,220,1.0
绩效数据,0.06215257732919999,0.5,0.1119557867400916,0.14656498487532038,220,1.5
绩效数据,0.06814202565036287,0.4523809523809524,0.14644355397107714,0.149198760301849,220,2.0
绩效数据,0.02397914405197432,0.38095238095238093,-0.08947287143567831,0.04851193698088312,220,2.5
绩效数据,0.009979877200208431,0.3333333333333333,-0.18323067988036673,0.017766415356366392,220,3.0
绩效数据,0.08404615840401397,0.5714285714285714,0.20387903929533036,0.2254594084236101,225,0.5
绩效数据,0.07296939239536604,0.5714285714285714,0.15806838630746706,0.182931297896184,225,1.0
绩效数据,0.060555142665245754,0.47619047619047616,0.10320421868669312,0.14279799728731293,225,1.5
绩效数据,0.06639735091425858,0.4523809523809524,0.13683928613015447,0.14213414072853442,225,2.0
绩效数据,0.027929980860230685,0.38095238095238093,-0.06672389729788201,0.05650483054907976,225,2.5
绩效数据,-0.0039100097297638525,0.23809523809523808,-0.36598630469578286,-0.007221491218287244,225,3.0
绩效数据,0.0935356826987861,0.5714285714285714,0.2480742324762906,0.27753336832634107,230,0.5
绩效数据,0.07207861510240843,0.5714285714285714,0.1537200724566976,0.18069815546498114,230,1.0
绩效数据,0.06130280866823146,0.47619047619047616,0.10628340772405076,0.14456110448460543,230,1.5
绩效数据,0.06618306836116394,0.4523809523809524,0.13581791697574558,0.14167543467870194,230,2.0
绩效数据,0.02306376274915345,0.38095238095238093,-0.09389781307195377,0.04471590984376314,230,2.5
绩效数据,-0.0030529116135394885,0.2619047619047619,-0.35873528497928275,-0.005681583948624118,230,3.0
绩效数据,0.1005927728688687,0.5952380952380952,0.28123961397682884,0.2993571984332657,235,0.5
绩效数据,0.07161614449870757,0.5714285714285714,0.15204577374322387,0.17844218323558028,235,1.0
绩效数据,0.061272590011796746,0.47619047619047616,0.10614391330952772,0.14051238994688703,235,1.5
绩效数据,0.05707980463457285,0.4523809523809524,0.08927917297739581,0.1166551990203228,235,2.0
绩效数据,0.02197910345016907,0.38095238095238093,-0.09994394093443609,0.04261297772674051,235,2.5
绩效数据,-0.006728269084382732,0.23809523809523808,-0.391294897768449,-0.012521563173436556,235,3.0
