,年化收益率,季度胜率,夏普比率,卡玛比率,cmo_length,m_length
绩效数据,0.023309733,0.571428571,-0.074849286,0.035424158,15,175
绩效数据,0.023140322,0.547619048,-0.074654721,0.035965995,45,20
绩效数据,0.023255674,0.571428571,-0.074548028,0.039624017,10,115
绩效数据,0.023349249,0.523809524,-0.074543349,0.035233353,10,170
绩效数据,0.023613671,0.476190476,-0.074391127,0.045531432,220,105
绩效数据,0.023348229,0.571428571,-0.074374427,0.039851943,45,120
绩效数据,0.023603499,0.452380952,-0.074214061,0.045541973,185,105
绩效数据,0.023352305,0.523809524,-0.074171296,0.032672033,105,30
绩效数据,0.023801385,0.5,-0.073513162,0.044790813,230,90
绩效数据,0.023725924,0.523809524,-0.072796669,0.036703826,160,10
绩效数据,0.02379443,0.523809524,-0.072149559,0.032674863,95,30
绩效数据,0.024052157,0.547619048,-0.072051284,0.045512558,150,115
绩效数据,0.023962732,0.523809524,-0.071598584,0.038139545,75,85
绩效数据,0.023873776,0.547619048,-0.071428049,0.037270443,65,10
绩效数据,0.02405679,0.523809524,-0.071395913,0.038146008,15,170
绩效数据,0.024288938,0.452380952,-0.071271897,0.04406552,210,100
绩效数据,0.023881264,0.547619048,-0.07124614,0.039682936,25,10
绩效数据,0.024288926,0.547619048,-0.071192021,0.044890303,100,195
绩效数据,0.023963697,0.547619048,-0.07118722,0.043692858,5,85
绩效数据,0.024061067,0.595238095,-0.070564229,0.047516974,5,55
绩效数据,0.024412386,0.523809524,-0.070354536,0.040829293,175,60
绩效数据,0.024351422,0.619047619,-0.070076609,0.038794958,130,55
绩效数据,0.024474426,0.5,-0.070074537,0.036472537,25,210
绩效数据,0.024473689,0.619047619,-0.070050449,0.037592908,15,205
绩效数据,0.024819626,0.571428571,-0.067980016,0.038795406,10,175
绩效数据,0.024770563,0.571428571,-0.067807785,0.041455438,10,120
绩效数据,0.024823486,0.5,-0.067676379,0.035960924,115,25
绩效数据,0.025127442,0.571428571,-0.06715647,0.047891649,140,115
绩效数据,0.025185766,0.571428571,-0.066905161,0.047949161,145,115
绩效数据,0.025214894,0.571428571,-0.066650899,0.042761869,160,50
绩效数据,0.025179796,0.523809524,-0.06634869,0.039403456,160,20
绩效数据,0.025403372,0.547619048,-0.065963353,0.048227753,155,115
绩效数据,0.025261717,0.619047619,-0.065927235,0.039212772,80,90
绩效数据,0.025329949,0.547619048,-0.065494979,0.039225884,55,105
绩效数据,0.025550336,0.595238095,-0.065171282,0.035661787,10,205
绩效数据,0.025621616,0.595238095,-0.064879332,0.042645343,170,55
绩效数据,0.025666216,0.547619048,-0.06468674,0.043067065,170,60
绩效数据,0.02567945,0.571428571,-0.064658552,0.04983833,135,115
绩效数据,0.025458059,0.547619048,-0.064597653,0.036271591,65,30
绩效数据,0.025679132,0.547619048,-0.063964137,0.040835776,85,80
绩效数据,0.025655307,0.523809524,-0.06391119,0.037074229,110,25
绩效数据,0.025694648,0.595238095,-0.063689997,0.043628409,70,55
绩效数据,0.025824142,0.5,-0.063250738,0.035767538,120,30
绩效数据,0.025905101,0.547619048,-0.06304939,0.041090708,150,20
绩效数据,0.026048253,0.547619048,-0.062264236,0.038713905,80,75
绩效数据,0.026050325,0.5,-0.062205865,0.03692075,110,30
绩效数据,0.025923114,0.547619048,-0.062184562,0.041942225,20,10
绩效数据,0.025987636,0.523809524,-0.062058817,0.039040789,20,50
绩效数据,0.026256586,0.595238095,-0.062022614,0.044052359,110,120
绩效数据,0.026148855,0.595238095,-0.06198091,0.041917707,90,85
绩效数据,0.026271533,0.619047619,-0.061594841,0.043276059,140,55
绩效数据,0.026400921,0.5,-0.06133516,0.043742101,5,210
绩效数据,0.026362544,0.619047619,-0.061192331,0.043196077,145,55
绩效数据,0.026476774,0.476190476,-0.061185008,0.05185755,180,105
绩效数据,0.026728651,0.595238095,-0.059857125,0.039844322,20,195
绩效数据,0.026756132,0.547619048,-0.05924278,0.043049661,75,95
绩效数据,0.026963267,0.547619048,-0.058857815,0.040875727,15,230
绩效数据,0.0267531,0.547619048,-0.058845183,0.044918797,80,15
绩效数据,0.026992409,0.523809524,-0.058809855,0.05217556,160,115
绩效数据,0.027113487,0.571428571,-0.058155694,0.044521071,220,10
绩效数据,0.027193421,0.5,-0.057922909,0.052347589,175,105
绩效数据,0.027159527,0.523809524,-0.057486077,0.04348952,170,10
绩效数据,0.027062537,0.571428571,-0.057288021,0.0456698,50,15
绩效数据,0.027181657,0.547619048,-0.057253439,0.043115582,145,20
绩效数据,0.027317185,0.571428571,-0.056601506,0.04393326,60,95
绩效数据,0.027252675,0.595238095,-0.05627504,0.047279723,15,10
绩效数据,0.027488684,0.595238095,-0.055836169,0.045658692,100,55
绩效数据,0.027521018,0.523809524,-0.055562228,0.039191053,100,30
绩效数据,0.027661359,0.595238095,-0.055040566,0.042928071,55,90
绩效数据,0.027819691,0.547619048,-0.0549091,0.039971542,10,200
绩效数据,0.027718894,0.476190476,-0.054681232,0.050171707,5,125
绩效数据,0.027846192,0.523809524,-0.054427292,0.050115736,135,50
绩效数据,0.027831102,0.5,-0.054352827,0.038547263,135,30
绩效数据,0.027907315,0.523809524,-0.054153555,0.054676235,5,180
绩效数据,0.027870964,0.5,-0.054130174,0.042746856,130,25
绩效数据,0.027906034,0.547619048,-0.05397369,0.045076963,65,90
绩效数据,0.027905129,0.5,-0.053803375,0.041461807,80,30
绩效数据,0.028020212,0.619047619,-0.053725676,0.046156588,135,55
绩效数据,0.027914,0.523809524,-0.053710664,0.056447432,5,95
绩效数据,0.028027004,0.571428571,-0.053409569,0.042813838,65,80
绩效数据,0.028318198,0.547619048,-0.05268822,0.047865569,155,60
绩效数据,0.028514863,0.5,-0.051853043,0.040111802,10,235
绩效数据,0.028427274,0.5,-0.05182519,0.041374323,160,25
绩效数据,0.028703025,0.595238095,-0.050952624,0.047864812,160,55
绩效数据,0.028637634,0.523809524,-0.050708816,0.045860988,75,80
绩效数据,0.02872239,0.547619048,-0.050372064,0.048826758,70,95
绩效数据,0.02873179,0.547619048,-0.049887134,0.044782774,35,25
绩效数据,0.029011205,0.595238095,-0.049579365,0.048287071,165,55
绩效数据,0.028974969,0.523809524,-0.049444079,0.051776991,140,50
绩效数据,0.028962332,0.523809524,-0.04909529,0.043388568,75,30
绩效数据,0.029058829,0.547619048,-0.048818659,0.044231205,10,140
绩效数据,0.02924096,0.595238095,-0.048561779,0.043895528,15,220
绩效数据,0.029147611,0.547619048,-0.048422559,0.044317048,70,80
绩效数据,0.029256204,0.523809524,-0.048113231,0.045782559,165,20
绩效数据,0.029354608,0.523809524,-0.047741567,0.04593655,170,20
绩效数据,0.029402583,0.571428571,-0.047421796,0.046638419,155,20
绩效数据,0.029361146,0.547619048,-0.047123837,0.049025434,20,55
绩效数据,0.029464574,0.5,-0.047018435,0.040809692,125,30
绩效数据,0.029400556,0.595238095,-0.046971636,0.055818814,5,75
绩效数据,0.02965028,0.5,-0.046793632,0.057099773,170,105
绩效数据,0.029685515,0.476190476,-0.0467499,0.058290823,200,100
绩效数据,0.029751316,0.547619048,-0.046263399,0.050598094,120,120
绩效数据,0.029650393,0.5,-0.046207008,0.045516096,135,25
绩效数据,0.029813813,0.619047619,-0.045969904,0.045978425,15,215
绩效数据,0.029679227,0.595238095,-0.04570162,0.048297787,40,25
绩效数据,0.029833604,0.595238095,-0.04567918,0.050582993,150,55
绩效数据,0.029884065,0.523809524,-0.045664169,0.042449975,10,230
绩效数据,0.029711063,0.523809524,-0.045560657,0.047711107,30,35
绩效数据,0.029972112,0.523809524,-0.045338616,0.047437602,235,40
绩效数据,0.029903083,0.547619048,-0.045306307,0.051258711,5,195
绩效数据,0.029786366,0.642857143,-0.045146189,0.065090057,15,20
绩效数据,0.030040833,0.523809524,-0.044995969,0.045769265,230,35
绩效数据,0.030050628,0.571428571,-0.04442021,0.048656297,60,100
绩效数据,0.030121843,0.571428571,-0.043982635,0.052698665,75,55
绩效数据,0.030271257,0.571428571,-0.043712795,0.077536034,200,5
绩效数据,0.030279693,0.619047619,-0.043397566,0.048842727,105,55
绩效数据,0.030268974,0.619047619,-0.043356351,0.046693255,55,80
绩效数据,0.030308655,0.571428571,-0.043268244,0.048091447,140,20
绩效数据,0.030579656,0.5,-0.042752973,0.06219623,225,95
绩效数据,0.030656153,0.571428571,-0.042179059,0.054001158,125,115
绩效数据,0.030723448,0.5,-0.041864907,0.043173671,10,220
绩效数据,0.030900563,0.547619048,-0.041060132,0.049099375,5,220
绩效数据,0.030914072,0.5,-0.040824641,0.043806297,175,30
绩效数据,0.030801179,0.547619048,-0.040719589,0.04954609,30,25
绩效数据,0.031084864,0.571428571,-0.040239508,0.051513659,185,50
绩效数据,0.031072108,0.571428571,-0.039981499,0.078894298,180,5
绩效数据,0.031224241,0.547619048,-0.039706204,0.058087482,230,55
绩效数据,0.031238432,0.547619048,-0.039206971,0.050262822,165,10
绩效数据,0.031262646,0.571428571,-0.038976446,0.051025039,50,95
绩效数据,0.031357838,0.523809524,-0.038830803,0.044579036,180,25
绩效数据,0.031354504,0.5,-0.038566675,0.047823608,120,25
绩效数据,0.031482517,0.619047619,-0.03764916,0.056655344,5,30
绩效数据,0.031579735,0.476190476,-0.037579071,0.050151757,25,130
绩效数据,0.031561141,0.547619048,-0.037574371,0.05155799,110,20
绩效数据,0.03169149,0.5,-0.037501516,0.045887288,10,225
绩效数据,0.031746106,0.547619048,-0.037249838,0.053558245,5,225
绩效数据,0.031661186,0.595238095,-0.037246246,0.054703897,50,115
绩效数据,0.031771666,0.595238095,-0.037134513,0.052651824,180,50
绩效数据,0.031795662,0.523809524,-0.036985975,0.053597949,5,205
绩效数据,0.03174434,0.523809524,-0.03674884,0.044916614,90,30
绩效数据,0.031702069,0.547619048,-0.03673184,0.065971951,15,40
绩效数据,0.031722657,0.595238095,-0.036660087,0.054117249,45,25
绩效数据,0.03183043,0.523809524,-0.03654509,0.062673415,5,165
绩效数据,0.031854234,0.5,-0.036368061,0.044119472,130,30
绩效数据,0.032021147,0.523809524,-0.035802588,0.04537506,170,30
绩效数据,0.032112986,0.547619048,-0.035608828,0.048561075,210,35
绩效数据,0.032339635,0.5,-0.034778039,0.065775866,230,95
绩效数据,0.032199346,0.571428571,-0.034723516,0.05353943,10,110
绩效数据,0.032339758,0.476190476,-0.034720088,0.063170475,195,105
绩效数据,0.032431242,0.642857143,-0.03346183,0.056417479,20,20
绩效数据,0.032546577,0.523809524,-0.033264263,0.054302165,30,125
绩效数据,0.032508739,0.619047619,-0.033172617,0.055353767,35,30
绩效数据,0.032589493,0.595238095,-0.032993876,0.053431322,45,80
绩效数据,0.032727762,0.547619048,-0.032835797,0.049490736,215,35
绩效数据,0.032702046,0.523809524,-0.032570434,0.05330057,70,85
绩效数据,0.032843751,0.547619048,-0.032314845,0.050039702,220,35
绩效数据,0.032871094,0.5,-0.032209136,0.055163629,225,40
绩效数据,0.032851611,0.595238095,-0.031877794,0.04753612,55,85
绩效数据,0.033039848,0.571428571,-0.031161007,0.083890529,175,5
绩效数据,0.033099083,0.523809524,-0.030949174,0.048173881,165,25
绩效数据,0.033101764,0.523809524,-0.030798452,0.052918615,80,80
绩效数据,0.033102898,0.619047619,-0.030730258,0.054705913,60,75
绩效数据,0.033137043,0.547619048,-0.030375829,0.057788225,10,40
绩效数据,0.033191226,0.571428571,-0.030156038,0.059861438,10,60
绩效数据,0.033289326,0.547619048,-0.029716137,0.05175906,55,10
绩效数据,0.033491976,0.547619048,-0.029393085,0.051027318,225,35
绩效数据,0.03354733,0.523809524,-0.028809199,0.060950094,110,50
绩效数据,0.033549322,0.642857143,-0.028722176,0.053096441,45,85
绩效数据,0.033680928,0.595238095,-0.028277403,0.085518278,170,5
绩效数据,0.033721005,0.595238095,-0.027932474,0.059643456,90,20
绩效数据,0.033932152,0.523809524,-0.027422124,0.055556814,230,40
绩效数据,0.033928239,0.5,-0.027092311,0.052037152,125,25
绩效数据,0.033997587,0.619047619,-0.027059766,0.057643043,155,55
绩效数据,0.034047042,0.523809524,-0.026567932,0.054023232,135,20
绩效数据,0.034037652,0.523809524,-0.026407323,0.051186419,25,45
绩效数据,0.034202802,0.547619048,-0.026013359,0.061013764,10,190
绩效数据,0.034274284,0.547619048,-0.025875988,0.059810152,215,55
绩效数据,0.034252563,0.571428571,-0.025645216,0.057387218,20,130
绩效数据,0.034251456,0.595238095,-0.025612952,0.058516669,10,125
绩效数据,0.03434127,0.547619048,-0.025254845,0.058785829,45,110
绩效数据,0.034390739,0.595238095,-0.025014315,0.059651958,85,55
绩效数据,0.034427195,0.523809524,-0.024956898,0.055126961,175,10
绩效数据,0.034462759,0.547619048,-0.024671501,0.055124656,115,20
绩效数据,0.034534902,0.571428571,-0.024649809,0.088456825,210,5
绩效数据,0.034549036,0.571428571,-0.024573803,0.088493028,205,5
绩效数据,0.034517275,0.476190476,-0.024489525,0.058221074,25,140
绩效数据,0.034554221,0.547619048,-0.024434183,0.059694669,10,185
绩效数据,0.034614755,0.476190476,-0.024403404,0.068060146,190,105
绩效数据,0.034775873,0.5,-0.023562957,0.050278549,185,30
绩效数据,0.034904205,0.571428571,-0.022866081,0.055582989,180,20
绩效数据,0.034992262,0.523809524,-0.022297509,0.052935765,105,25
绩效数据,0.034995002,0.571428571,-0.022233927,0.055716879,15,80
绩效数据,0.035098965,0.523809524,-0.022135392,0.058902399,220,40
绩效数据,0.035058633,0.595238095,-0.022035941,0.055925205,45,95
绩效数据,0.035114529,0.595238095,-0.02192025,0.05146804,15,180
绩效数据,0.035181184,0.5,-0.021742181,0.050949336,190,30
绩效数据,0.035268234,0.547619048,-0.02137885,0.063483284,210,55
绩效数据,0.035280782,0.571428571,-0.021345341,0.066197883,225,55
绩效数据,0.035302091,0.595238095,-0.020984074,0.089634526,160,5
绩效数据,0.035309524,0.547619048,-0.020917109,0.056479092,120,20
绩效数据,0.035404841,0.476190476,-0.020862311,0.070488115,225,100
绩效数据,0.035349008,0.571428571,-0.020858946,0.090542056,185,5
绩效数据,0.035439885,0.523809524,-0.020399198,0.066423525,120,50
绩效数据,0.035449684,0.523809524,-0.020324852,0.064406364,115,50
绩效数据,0.035603683,0.547619048,-0.019574034,0.059157144,105,20
绩效数据,0.035669528,0.595238095,-0.019541181,0.057359079,20,205
绩效数据,0.035622445,0.595238095,-0.01947184,0.062592273,85,20
绩效数据,0.035719513,0.619047619,-0.019059415,0.060183045,55,75
绩效数据,0.035709114,0.547619048,-0.01900454,0.05574713,60,10
绩效数据,0.035849699,0.476190476,-0.018849375,0.071043407,230,100
绩效数据,0.035833294,0.547619048,-0.018697112,0.050941448,175,25
绩效数据,0.035901901,0.619047619,-0.018484215,0.058611445,15,200
绩效数据,0.03601307,0.595238095,-0.017627615,0.065712431,35,10
绩效数据,0.036178997,0.571428571,-0.017295633,0.068177829,235,55
绩效数据,0.03610208,0.595238095,-0.017257615,0.067505019,30,30
绩效数据,0.036163185,0.571428571,-0.017216829,0.092627469,195,5
绩效数据,0.036159922,0.523809524,-0.01710983,0.07178774,5,130
绩效数据,0.036196487,0.595238095,-0.016981732,0.061418714,65,95
绩效数据,0.036153832,0.547619048,-0.016958397,0.080324686,10,10
绩效数据,0.036383795,0.547619048,-0.016338659,0.067728222,215,50
绩效数据,0.03648427,0.547619048,-0.015774562,0.06705995,5,190
绩效数据,0.036530457,0.523809524,-0.015667386,0.061177759,215,40
绩效数据,0.036572047,0.547619048,-0.015295789,0.060881288,55,95
绩效数据,0.036646898,0.5,-0.014961804,0.061392557,30,120
绩效数据,0.036706513,0.5,-0.01486592,0.063638727,5,230
绩效数据,0.03673509,0.595238095,-0.0147349,0.061205421,175,55
绩效数据,0.036726881,0.547619048,-0.014546444,0.05259494,70,30
绩效数据,0.03678648,0.523809524,-0.014412215,0.067049413,5,185
绩效数据,0.036817868,0.571428571,-0.01416512,0.063122178,65,55
绩效数据,0.036835342,0.619047619,-0.014018039,0.057987774,45,30
绩效数据,0.037015128,0.547619048,-0.013551614,0.073804472,235,90
绩效数据,0.036972239,0.547619048,-0.013467899,0.059757292,10,95
绩效数据,0.037094435,0.595238095,-0.013111399,0.095012748,220,5
绩效数据,0.037214818,0.595238095,-0.012459322,0.094491074,165,5
绩效数据,0.037267862,0.523809524,-0.012336487,0.062412696,210,40
绩效数据,0.03728037,0.523809524,-0.012132328,0.065539276,15,130
绩效数据,0.03734264,0.547619048,-0.011854542,0.059366104,125,20
绩效数据,0.037391604,0.547619048,-0.01177201,0.052541076,205,25
绩效数据,0.03738342,0.523809524,-0.011714821,0.077677264,5,175
绩效数据,0.037425873,0.5,-0.011515193,0.053419991,140,30
绩效数据,0.037562378,0.5,-0.011073186,0.074437428,235,100
绩效数据,0.037567709,0.547619048,-0.010859643,0.062344604,50,110
绩效数据,0.037643829,0.595238095,-0.010571851,0.096419953,190,5
绩效数据,0.037666788,0.595238095,-0.010527429,0.096478759,215,5
绩效数据,0.037676889,0.547619048,-0.010481852,0.052823478,195,25
绩效数据,0.037811227,0.547619048,-0.00983485,0.063481774,195,10
绩效数据,0.03778532,0.547619048,-0.009810099,0.062060814,55,20
绩效数据,0.037947247,0.523809524,-0.009186116,0.071518088,125,50
绩效数据,0.038015847,0.547619048,-0.008902671,0.061238754,175,20
绩效数据,0.038171753,0.571428571,-0.008159593,0.064407921,55,100
绩效数据,0.038291995,0.547619048,-0.007625892,0.066774562,20,140
绩效数据,0.038300519,0.523809524,-0.007608869,0.071173716,130,50
绩效数据,0.038373988,0.547619048,-0.007226404,0.064430417,85,15
绩效数据,0.038556186,0.595238095,-0.006517764,0.064540103,190,50
绩效数据,0.03863544,0.523809524,-0.006161003,0.064702986,205,40
绩效数据,0.038642201,0.571428571,-0.006017365,0.066948872,55,25
绩效数据,0.038762501,0.547619048,-0.005521873,0.073404659,35,115
绩效数据,0.038879895,0.5,-0.004961074,0.066035746,50,20
绩效数据,0.038909479,0.547619048,-0.004928459,0.073734823,225,45
绩效数据,0.038971422,0.547619048,-0.004613087,0.06542964,180,10
绩效数据,0.039474981,0.595238095,-0.002370087,0.063495599,15,225
绩效数据,0.039568407,0.547619048,-0.001951429,0.074983516,230,45
绩效数据,0.039575603,0.595238095,-0.001893265,0.067155184,90,55
绩效数据,0.039651698,0.547619048,-0.001571737,0.05570535,200,25
绩效数据,0.039675636,0.547619048,-0.001463049,0.056403812,190,25
绩效数据,0.039760738,0.642857143,-0.001057826,0.083962304,5,35
绩效数据,0.039806286,0.476190476,-0.000874623,0.058644069,215,30
绩效数据,0.03981243,0.547619048,-0.00084841,0.075445948,235,45
绩效数据,0.039922834,0.547619048,-0.00034835,0.067119255,200,40
绩效数据,0.040030908,0.5,0.000138316,0.057138301,145,30
绩效数据,0.040519669,0.5,0.002345949,0.059695051,210,30
绩效数据,0.040718446,0.595238095,0.003192993,0.074493401,80,20
绩效数据,0.04074784,0.642857143,0.003303802,0.083514664,10,20
绩效数据,0.040896418,0.547619048,0.003999971,0.065417883,130,20
绩效数据,0.040907631,0.571428571,0.004095775,0.067171425,215,10
绩效数据,0.04093797,0.571428571,0.004179313,0.071509305,80,55
绩效数据,0.041316192,0.547619048,0.005914174,0.065264242,10,195
绩效数据,0.041431912,0.523809524,0.006465684,0.068578063,15,235
绩效数据,0.041482089,0.571428571,0.006687297,0.0681147,210,10
绩效数据,0.041520389,0.452380952,0.006865192,0.061592391,220,30
绩效数据,0.041645317,0.452380952,0.007434031,0.06158496,235,30
绩效数据,0.041728953,0.547619048,0.00771307,0.078311424,35,110
绩效数据,0.041806943,0.547619048,0.008045427,0.064655144,100,25
绩效数据,0.041824827,0.571428571,0.008242058,0.079431176,210,50
绩效数据,0.042045907,0.619047619,0.009056914,0.066170049,35,20
绩效数据,0.042051216,0.619047619,0.009079185,0.076125651,15,35
绩效数据,0.042108871,0.5,0.009556776,0.087321181,195,100
绩效数据,0.042143532,0.5,0.009597147,0.060153764,150,30
绩效数据,0.042130207,0.523809524,0.009624937,0.079838216,220,45
绩效数据,0.042135736,0.571428571,0.009641463,0.067157806,205,35
绩效数据,0.042229343,0.547619048,0.010050614,0.070899407,200,10
绩效数据,0.042341835,0.595238095,0.0103544,0.080889994,10,35
绩效数据,0.042314687,0.547619048,0.01038695,0.071042692,190,10
绩效数据,0.042415044,0.595238095,0.010745044,0.07502089,95,20
绩效数据,0.042541766,0.5,0.011284178,0.077954569,65,25
绩效数据,0.042561746,0.523809524,0.011464137,0.091127471,5,170
绩效数据,0.042552247,0.547619048,0.011520506,0.067821659,200,35
绩效数据,0.042652488,0.571428571,0.011870225,0.067864465,10,165
绩效数据,0.042776735,0.547619048,0.012421882,0.066966178,10,160
绩效数据,0.042849723,0.547619048,0.012718814,0.077561932,40,115
绩效数据,0.043023834,0.547619048,0.013567945,0.072233287,185,10
绩效数据,0.043030908,0.523809524,0.013599689,0.062268366,165,30
绩效数据,0.043095693,0.571428571,0.013784473,0.07318557,115,15
绩效数据,0.04327442,0.547619048,0.014614345,0.077957875,50,105
绩效数据,0.043333575,0.595238095,0.014884102,0.110027034,155,5
绩效数据,0.043400627,0.619047619,0.015062116,0.078787606,5,65
绩效数据,0.043513288,0.571428571,0.015643084,0.074935271,110,15
绩效数据,0.043583819,0.595238095,0.015991842,0.074096476,50,100
绩效数据,0.043642946,0.523809524,0.016338704,0.063154022,160,30
绩效数据,0.04363379,0.571428571,0.016390616,0.073257351,205,10
绩效数据,0.043625054,0.523809524,0.016464525,0.088729379,235,95
绩效数据,0.043676652,0.547619048,0.016601825,0.082110658,205,45
绩效数据,0.043731047,0.571428571,0.016841555,0.12910471,230,5
绩效数据,0.043912657,0.452380952,0.017672193,0.065141143,230,30
绩效数据,0.043991867,0.595238095,0.01802086,0.129874714,235,5
绩效数据,0.04419753,0.523809524,0.018719667,0.079995072,15,125
绩效数据,0.044281877,0.452380952,0.019336398,0.065688853,225,30
绩效数据,0.044413125,0.523809524,0.019630926,0.100676463,5,100
绩效数据,0.044426272,0.595238095,0.019977035,0.131157186,225,5
绩效数据,0.044485143,0.547619048,0.020002359,0.088119274,90,50
绩效数据,0.044439391,0.547619048,0.020014475,0.063176076,185,25
绩效数据,0.044684921,0.547619048,0.020657484,0.156148596,15,5
绩效数据,0.044636592,0.571428571,0.020934918,0.076654107,190,55
绩效数据,0.04493726,0.571428571,0.02229422,0.076424607,195,55
绩效数据,0.045047435,0.619047619,0.022510073,0.074139299,80,60
绩效数据,0.045109467,0.547619048,0.023119555,0.088307082,235,50
绩效数据,0.045429021,0.547619048,0.024231002,0.079299401,105,50
绩效数据,0.045658896,0.523809524,0.025175432,0.084591157,5,105
绩效数据,0.04562843,0.571428571,0.025406426,0.077850348,180,55
绩效数据,0.045862757,0.523809524,0.026431761,0.066307837,180,30
绩效数据,0.045958908,0.571428571,0.026606363,0.08599931,40,120
绩效数据,0.045897071,0.547619048,0.026626351,0.097282246,125,120
绩效数据,0.046030276,0.547619048,0.027058296,0.067356688,170,25
绩效数据,0.04610589,0.595238095,0.027060562,0.082098768,60,20
绩效数据,0.046038999,0.595238095,0.027262746,0.077845235,185,55
绩效数据,0.046045057,0.571428571,0.027283323,0.075093592,195,35
绩效数据,0.046100057,0.547619048,0.027552312,0.087361221,215,45
绩效数据,0.046270975,0.571428571,0.028319231,0.08822813,205,50
绩效数据,0.04653378,0.547619048,0.029086279,0.083816123,100,20
绩效数据,0.046473789,0.547619048,0.029225634,0.083274468,5,235
绩效数据,0.046477876,0.547619048,0.029253614,0.088077201,210,45
绩效数据,0.04661993,0.547619048,0.029324836,0.091176584,5,70
绩效数据,0.046689285,0.595238095,0.029806359,0.084470767,65,70
绩效数据,0.047091835,0.547619048,0.031550574,0.077515412,85,25
绩效数据,0.047040937,0.476190476,0.031782631,0.069962565,205,30
绩效数据,0.04724472,0.619047619,0.032031609,0.118296729,35,5
绩效数据,0.047362139,0.571428571,0.032544843,0.11565946,30,5
绩效数据,0.047221701,0.547619048,0.03258588,0.082363132,5,215
绩效数据,0.047482558,0.619047619,0.033341197,0.078980641,75,60
绩效数据,0.047547523,0.571428571,0.033581463,0.078249311,10,105
绩效数据,0.047570686,0.595238095,0.033782899,0.080685722,95,55
绩效数据,0.047835026,0.547619048,0.034685518,0.086327048,10,45
绩效数据,0.047738367,0.5,0.034926109,0.070999832,200,30
绩效数据,0.047847675,0.595238095,0.034942977,0.083323819,50,75
绩效数据,0.04779257,0.547619048,0.03519727,0.088741548,205,55
绩效数据,0.047798559,0.547619048,0.035246178,0.095802215,220,50
绩效数据,0.047971426,0.571428571,0.035578858,0.088441253,20,135
绩效数据,0.048106559,0.523809524,0.035814473,0.101744488,15,15
绩效数据,0.048353001,0.595238095,0.037282005,0.122771714,150,5
绩效数据,0.048269724,0.571428571,0.037333708,0.090699288,195,45
绩效数据,0.048311692,0.571428571,0.037582753,0.092553326,220,55
绩效数据,0.04859103,0.595238095,0.037986424,0.082958926,25,20
绩效数据,0.048703605,0.5,0.039277548,0.072435401,195,30
绩效数据,0.048848202,0.619047619,0.039426612,0.078900067,50,85
绩效数据,0.04891253,0.595238095,0.039713256,0.1241924,130,5
绩效数据,0.049015531,0.547619048,0.040220974,0.093683321,30,115
绩效数据,0.049117146,0.571428571,0.04052118,0.081820339,20,80
绩效数据,0.049230331,0.476190476,0.04109107,0.090529506,5,115
绩效数据,0.049294749,0.571428571,0.041975079,0.091530803,200,55
绩效数据,0.04930912,0.547619048,0.042033198,0.09410255,200,45
绩效数据,0.049378892,0.571428571,0.042408545,0.098969661,225,50
绩效数据,0.049680523,0.571428571,0.04292328,0.094218786,60,25
绩效数据,0.049516274,0.571428571,0.04297189,0.094416171,200,50
绩效数据,0.049610086,0.571428571,0.043470377,0.098417521,230,50
绩效数据,0.04979887,0.619047619,0.043701254,0.07619603,50,90
绩效数据,0.049856697,0.523809524,0.044145164,0.074356498,155,30
绩效数据,0.049994459,0.571428571,0.044599204,0.097891152,45,105
绩效数据,0.050215638,0.523809524,0.045613644,0.08694069,25,135
绩效数据,0.050415047,0.5,0.046340778,0.092669508,5,110
绩效数据,0.050448354,0.571428571,0.046557138,0.085671938,120,15
绩效数据,0.050515256,0.619047619,0.046567664,0.104968144,5,60
绩效数据,0.050506525,0.595238095,0.046772702,0.128239668,115,5
绩效数据,0.050618763,0.595238095,0.047282399,0.128524648,120,5
绩效数据,0.050632281,0.571428571,0.047307413,0.092189502,100,15
绩效数据,0.050686633,0.595238095,0.047574561,0.0902529,105,15
绩效数据,0.050789159,0.547619048,0.048005462,0.086389461,90,25
绩效数据,0.050922068,0.595238095,0.048710801,0.129294759,135,5
绩效数据,0.05102348,0.5,0.049760881,0.07583154,210,25
绩效数据,0.051289607,0.571428571,0.050350093,0.089242926,125,15
绩效数据,0.051419754,0.547619048,0.051012781,0.08526958,10,155
绩效数据,0.051461387,0.547619048,0.051156603,0.084456277,10,145
绩效数据,0.051490915,0.5,0.051407751,0.082917865,135,35
绩效数据,0.05160363,0.547619048,0.051670987,0.087958713,20,110
绩效数据,0.051879214,0.595238095,0.052672911,0.076016752,50,35
绩效数据,0.051891735,0.571428571,0.053695217,0.097209408,195,50
绩效数据,0.052091383,0.547619048,0.053957138,0.097563945,100,50
绩效数据,0.052161263,0.571428571,0.054099355,0.088241564,80,25
绩效数据,0.052353728,0.547619048,0.054752138,0.09292782,20,60
绩效数据,0.05250034,0.595238095,0.055782209,0.133302106,145,5
绩效数据,0.052645857,0.595238095,0.056020284,0.078818984,30,45
绩效数据,0.052702089,0.595238095,0.056668985,0.133814361,140,5
绩效数据,0.052858864,0.547619048,0.057017042,0.092875218,20,65
绩效数据,0.05289519,0.547619048,0.057407305,0.089971699,95,25
绩效数据,0.053130102,0.595238095,0.058468867,0.134901115,125,5
绩效数据,0.053172161,0.619047619,0.05860314,0.095996689,25,85
