,年化收益率,季度胜率,夏普比率,卡玛比率,short_p,long_p
绩效数据,0.17217316931885662,0.6190476190476191,0.5972596557010487,0.3878721537375414,115,230
绩效数据,0.04118763923178448,0.5238095238095238,0.005288259144541234,0.07619547341558604,120,130
绩效数据,0.03689315834230511,0.5238095238095238,-0.013855028070419554,0.07316854426178906,120,140
绩效数据,0.04443702359377033,0.5238095238095238,0.019799132220968373,0.09093889086762642,120,150
绩效数据,0.06137087000621366,0.5476190476190477,0.09542919041317384,0.10747564203867131,120,160
绩效数据,0.0825577983014385,0.5714285714285714,0.1904349689070178,0.14443679957170008,120,170
绩效数据,0.10150374345574087,0.5952380952380952,0.275486160316136,0.18385422438692475,120,180
绩效数据,0.11125944270777266,0.6190476190476191,0.3197645506760835,0.20167310715400874,120,190
绩效数据,0.12536850854802184,0.6190476190476191,0.3833377311793909,0.22768394517648027,120,200
绩效数据,0.1478797104626859,0.6190476190476191,0.48680567244191797,0.3208932288985656,120,210
绩效数据,0.17329062989853772,0.6190476190476191,0.6021657349916593,0.39038957177353645,120,220
绩效数据,0.18377413815014987,0.6428571428571429,0.6497825719476359,0.4140068458259617,120,230
绩效数据,0.004751768245693233,0.47619047619047616,-0.1569298069390802,0.008721402434444582,125,130
绩效数据,0.043161759848852066,0.5476190476190477,0.014100382755852217,0.08762280790055743,125,140
绩效数据,0.03782150445769816,0.5238095238095238,-0.009720673673543824,0.07120352159124534,125,150
绩效数据,0.04448454865334073,0.5238095238095238,0.0200232312467954,0.07297265094925494,125,160
绩效数据,0.07674078545314633,0.5714285714285714,0.164397978296026,0.13900095807287802,125,170
绩效数据,0.08664224267778642,0.5952380952380952,0.20889206830087692,0.15705103195164694,125,180
绩效数据,0.1084555296602212,0.5714285714285714,0.3071741983989843,0.2120072852343431,125,190
绩效数据,0.12253423157090748,0.5952380952380952,0.37059977414542117,0.2529631752638118,125,200
绩效数据,0.13343587623162523,0.6190476190476191,0.42155845381956786,0.2830490916608945,125,210
绩效数据,0.18161856685867428,0.6428571428571429,0.639859877046117,0.4091507693381612,125,220
绩效数据,0.1919566847377958,0.6904761904761905,0.6868412288855305,0.4324405075896616,125,230
绩效数据,0.026276953775643985,0.5238095238095238,-0.061195339073470335,0.050499718848592105,130,140
绩效数据,0.04819026087113287,0.5476190476190477,0.03654779135604108,0.07905151771026515,130,150
绩效数据,0.043946473939250774,0.5714285714285714,0.017620710167646558,0.07688538428641585,130,160
绩效数据,0.07706495468689512,0.5952380952380952,0.16584889241197312,0.14397482448135263,130,170
绩效数据,0.07170393399624642,0.5714285714285714,0.14197297152649613,0.14016580283911823,130,180
