,年化收益率,季度胜率,夏普比率,卡玛比率,N1,N2,M
绩效数据,-0.0209485758205189,0.40476190476190477,-0.27213038900287523,-0.03271871981935529,160,40,5
绩效数据,0.04327604829613141,0.42857142857142855,0.014650585018184257,0.08637604864027464,160,40,10
绩效数据,0.03655255293428894,0.4523809523809524,-0.015427300582424346,0.0806148166762447,160,40,15
绩效数据,0.045252800195334064,0.5,0.023517752617774806,0.1039986711828264,160,40,20
绩效数据,0.03924275192180038,0.4523809523809524,-0.0033912809481860223,0.09191826673703869,160,40,25
绩效数据,0.0034903610487251324,0.42857142857142855,-0.16159835648365264,0.0069197180115388775,50,45,5
绩效数据,0.015157961441416123,0.47619047619047616,-0.10997032977379764,0.04397448823643199,50,45,10
绩效数据,0.05844463245044529,0.5,0.08168744691672443,0.1659889654068223,50,45,15
绩效数据,0.08850722337092254,0.6190476190476191,0.21490520515823996,0.30121352363231907,50,45,20
绩效数据,0.0672332472486572,0.47619047619047616,0.12064573667737304,0.1366260662674369,50,45,25
绩效数据,0.028920988236825096,0.4523809523809524,-0.04905907231329962,0.06229039024392948,60,45,5
绩效数据,0.03856300969469584,0.5,-0.006364322026495844,0.07932666329225309,60,45,10
绩效数据,0.03369499334778703,0.5,-0.02792640002751708,0.07350155612876158,60,45,15
绩效数据,0.04747503179611745,0.5714285714285714,0.03312866878886742,0.10228507199345527,60,45,20
绩效数据,0.06850739600463696,0.5476190476190477,0.12639604645405156,0.1553175135097283,60,45,25
绩效数据,-0.010573119232400341,0.40476190476190477,-0.2239715813260572,-0.02072819961922878,70,45,5
绩效数据,0.06766514964677417,0.5714285714285714,0.1226247405772611,0.12784290319828143,70,45,10
绩效数据,0.06237253015394728,0.5476190476190477,0.099191188829336,0.1405129945657664,70,45,15
绩效数据,0.019995244257933864,0.5238095238095238,-0.08879138369701697,0.03781626964962178,70,45,20
绩效数据,-0.0077541279516050166,0.5714285714285714,-0.21211186469608806,-0.014575884635242847,70,45,25
绩效数据,-0.00010358284644362836,0.40476190476190477,-0.1777555724985149,-0.00017265566675287055,80,45,5
绩效数据,-0.0180748412796522,0.38095238095238093,-0.25774526339644127,-0.02891999363591406,80,45,10
绩效数据,-0.05278650252914596,0.38095238095238093,-0.41214313292262916,-0.08544521790174273,80,45,15
绩效数据,-0.025177876119735543,0.40476190476190477,-0.28960815540736135,-0.04520967064597935,80,45,20
绩效数据,-0.02709542425154532,0.47619047619047616,-0.2983848934199009,-0.04922740267820091,80,45,25
绩效数据,-0.03581990185168471,0.35714285714285715,-0.3367704785361575,-0.058793732958619234,90,45,5
绩效数据,-0.04196666990272846,0.3333333333333333,-0.3642111871430349,-0.07438507873464038,90,45,10
绩效数据,-0.025883720012400135,0.4523809523809524,-0.29299619098589885,-0.05056903728355703,90,45,15
绩效数据,-0.04231149190915828,0.42857142857142855,-0.3661211557704713,-0.07590603793324144,90,45,20
绩效数据,-0.015144465812318653,0.47619047619047616,-0.24530606832396193,-0.030728488476744028,90,45,25
绩效数据,-0.05426113938265076,0.35714285714285715,-0.4192112592995985,-0.08181288609594155,100,45,5
绩效数据,-0.011405772613382159,0.4523809523809524,-0.22865143225379958,-0.02184663421866694,100,45,10
绩效数据,-0.041846721025993516,0.5,-0.36409208975451623,-0.08348233069716743,100,45,15
绩效数据,-0.016607617545361553,0.42857142857142855,-0.2519450514366659,-0.03500772838207611,100,45,20
绩效数据,0.0033529543648862514,0.47619047619047616,-0.16314477718739312,0.008006409922622684,100,45,25
绩效数据,-0.03377395642292813,0.30952380952380953,-0.328177741049409,-0.05760800347849352,110,45,5
绩效数据,-0.06399096784114411,0.35714285714285715,-0.4628654838956464,-0.09452088223661198,110,45,10
绩效数据,-0.03361704059676429,0.42857142857142855,-0.32771746066241214,-0.05634442635537597,110,45,15
绩效数据,-0.028118494516245818,0.4523809523809524,-0.3032604907298196,-0.047522566434990116,110,45,20
绩效数据,0.0005761784683908644,0.47619047619047616,-0.1756252171587986,0.0011422212187359158,110,45,25
绩效数据,-0.07784829082083733,0.35714285714285715,-0.5246842736705847,-0.11741217042430713,120,45,5
绩效数据,-0.07053088910630267,0.38095238095238093,-0.49212424863371484,-0.1028159392462726,120,45,10
绩效数据,-0.043991929764077176,0.40476190476190477,-0.3741630576295128,-0.06904102124735309,120,45,15
绩效数据,-0.031063430538504466,0.40476190476190477,-0.3167194042290863,-0.054747018079302066,120,45,20
绩效数据,0.031547288771165194,0.47619047619047616,-0.03770506985601529,0.06480835780511403,120,45,25
绩效数据,-0.0377355105485212,0.3333333333333333,-0.34628923057180705,-0.05523864172630026,130,45,5
绩效数据,-0.05355467024283844,0.35714285714285715,-0.41697402450412974,-0.0882501653300201,130,45,10
绩效数据,-0.03101698379406148,0.40476190476190477,-0.316745724879165,-0.05402376336296718,130,45,15
绩效数据,0.004094728618222687,0.47619047619047616,-0.160193073523788,0.008819610316601277,130,45,20
绩效数据,0.028561905977516844,0.42857142857142855,-0.051043585388558806,0.06434433442897251,130,45,25
绩效数据,-0.0025780541322271144,0.38095238095238093,-0.18990772823206878,-0.0041785049657297475,140,45,5
绩效数据,-0.026081884695049018,0.35714285714285715,-0.2948172236634081,-0.042197403048882164,140,45,10
绩效数据,0.0002637885769494197,0.4523809523809524,-0.17731076535105278,0.0005617649103937379,140,45,15
绩效数据,-0.02695844639064726,0.4523809523809524,-0.29889161555916927,-0.05184423520372403,140,45,20
绩效数据,-0.024057730212112327,0.42857142857142855,-0.2860123334526358,-0.0439768827729681,140,45,25
绩效数据,0.021129424129056718,0.42857142857142855,-0.08420927133219186,0.036195074475206666,150,45,5
绩效数据,0.013856485127548224,0.40476190476190477,-0.11670756982846588,0.02859654854763985,150,45,10
绩效数据,0.0004778068368198607,0.42857142857142855,-0.17646795454853317,0.0010184442860695058,150,45,15
绩效数据,0.015883563888328123,0.4523809523809524,-0.10783669424214917,0.03570481580767378,150,45,20
绩效数据,-0.014873836459636358,0.47619047619047616,-0.2455236748541955,-0.029176222092326575,150,45,25
绩效数据,0.019850083734389123,0.40476190476190477,-0.08997502541294541,0.043048872698940796,160,45,5
绩效数据,0.02694785708438774,0.4523809523809524,-0.058365077485465953,0.061075645627970035,160,45,10
绩效数据,0.018189012384542513,0.4523809523809524,-0.09759657490489233,0.04206320067486225,160,45,15
绩效数据,0.025709574353199427,0.5238095238095238,-0.06397493953957605,0.052703030538912544,160,45,20
绩效数据,0.012546192399370382,0.5,-0.12293663857513171,0.026241041556290114,160,45,25
绩效数据,0.0036648051823873207,0.40476190476190477,-0.16258046410656812,0.00734110194190663,170,45,5
绩效数据,0.019860927703696962,0.47619047619047616,-0.0901559607323349,0.04348950080393317,170,45,10
绩效数据,0.007459245460373243,0.4523809523809524,-0.14571359149254434,0.01652988484630782,170,45,15
绩效数据,0.035929715072506196,0.5,-0.018253912475928412,0.07819594414257193,170,45,20
绩效数据,0.019147752371892146,0.5476190476190477,-0.09355409659808578,0.04372590108424988,170,45,25
绩效数据,0.03119411572733921,0.4523809523809524,-0.039435013571072104,0.06561425405922813,180,45,5
绩效数据,0.04838913799917477,0.4523809523809524,0.037625023468328196,0.10885297299717611,180,45,10
绩效数据,0.006813734783818859,0.40476190476190477,-0.1488853038663282,0.014966404333236384,180,45,15
绩效数据,0.019172887044768494,0.47619047619047616,-0.09344987152023286,0.04167104991821008,180,45,20
绩效数据,0.014945614388479411,0.5238095238095238,-0.11255164294153543,0.03281578674906041,180,45,25
绩效数据,-0.031578053949863905,0.4523809523809524,-0.31691865717878104,-0.05437168929444749,60,50,5
绩效数据,0.02621721865515192,0.47619047619047616,-0.061039538888336076,0.082602822572119,60,50,10
绩效数据,0.023485534803598718,0.42857142857142855,-0.07314342914765444,0.06840124573491839,60,50,15
绩效数据,0.034447099136102555,0.5476190476190477,-0.024608326689462747,0.06720954674316205,60,50,20
绩效数据,0.06438247847339595,0.5714285714285714,0.10810396610816354,0.140674593428988,60,50,25
绩效数据,0.0522776462542931,0.5476190476190477,0.054385916478004566,0.10784102331633671,70,50,5
绩效数据,0.04531633396090018,0.5238095238095238,0.02356123285505544,0.09279878824910105,70,50,10
绩效数据,0.054733865063806064,0.5714285714285714,0.06532116726517012,0.11828884074040567,70,50,15
绩效数据,-0.02711719652235578,0.5476190476190477,-0.2978760920677756,-0.05130958622401716,70,50,20
绩效数据,-0.008939775223045121,0.5238095238095238,-0.21737785512738667,-0.017124094827171574,70,50,25
绩效数据,-0.054340611725134935,0.38095238095238093,-0.4181611279093818,-0.09121889385890337,80,50,5
绩效数据,-0.007773850640232283,0.47619047619047616,-0.21203005671053135,-0.016118673587481324,80,50,10
绩效数据,-0.010293508346072566,0.5238095238095238,-0.22339040570761826,-0.02098318744472218,80,50,15
绩效数据,-0.015992883941957636,0.47619047619047616,-0.24879687404026748,-0.03215802028708169,80,50,20
绩效数据,-0.04734124055282396,0.40476190476190477,-0.38842990993514753,-0.08836558091930209,80,50,25
绩效数据,-0.028909030844318284,0.5238095238095238,-0.306073012863352,-0.056825662023889355,90,50,5
绩效数据,-0.05117653725934268,0.42857142857142855,-0.4051414208954941,-0.08778757724624615,90,50,10
绩效数据,-0.026228449117594366,0.4523809523809524,-0.29452926907926347,-0.04961434852546998,90,50,15
绩效数据,-0.03541494702792436,0.40476190476190477,-0.3354425552425596,-0.06528043898320407,90,50,20
绩效数据,-0.034903328332469785,0.4523809523809524,-0.3332019619051199,-0.06308180572387198,90,50,25
绩效数据,-0.054779869066385656,0.42857142857142855,-0.421518748659215,-0.09887754589051541,100,50,5
绩效数据,-0.017860645542458142,0.42857142857142855,-0.25736109177341043,-0.038393753722824754,100,50,10
绩效数据,-0.03699737533455849,0.42857142857142855,-0.3425178576193613,-0.07847786996905902,100,50,15
绩效数据,-0.008064330464470304,0.5238095238095238,-0.21392313938361146,-0.01666176498638546,100,50,20
绩效数据,0.007732795701822948,0.47619047619047616,-0.14364821007901796,0.016033476987356212,100,50,25
绩效数据,-0.05972192801602916,0.42857142857142855,-0.4436275021633057,-0.11052931740049206,110,50,5
绩效数据,-0.054372020547335254,0.42857142857142855,-0.42003888019992,-0.09762901312355624,110,50,10
绩效数据,-0.0404156441545126,0.40476190476190477,-0.3579850429083349,-0.07487392737324432,110,50,15
绩效数据,-0.05250552018754118,0.4523809523809524,-0.41184403261465147,-0.0854865857467583,110,50,20
绩效数据,-0.01265860361436788,0.42857142857142855,-0.2345786510548039,-0.02168862577868411,110,50,25
绩效数据,-0.038486536373137925,0.40476190476190477,-0.3493964095495854,-0.06289299448236257,120,50,5
绩效数据,-0.020867953776165016,0.42857142857142855,-0.27098147873756423,-0.03403451990024892,120,50,10
绩效数据,-0.019324724801346282,0.4523809523809524,-0.26427296039648607,-0.03396514465822291,120,50,15
绩效数据,0.005258379097249133,0.47619047619047616,-0.15484394770044993,0.009013264006370477,120,50,20
绩效数据,-0.009109943882718019,0.5238095238095238,-0.21903917675080298,-0.01671577504333993,120,50,25
绩效数据,-0.055447110280058554,0.38095238095238093,-0.4252037533986106,-0.08945016357444759,130,50,5
绩效数据,-0.023111948510405544,0.4523809523809524,-0.28128037462438155,-0.04190779642180656,130,50,10
绩效数据,0.02241899700485317,0.4523809523809524,-0.07842077348202153,0.04655118941591304,130,50,15
绩效数据,0.004811154643261872,0.47619047619047616,-0.15699697621962352,0.010361748791383135,130,50,20
绩效数据,0.021026096687901674,0.47619047619047616,-0.08467032988582505,0.046547632086109784,130,50,25
绩效数据,-0.02854479460609305,0.4523809523809524,-0.3057190905273128,-0.058332927821861405,140,50,5
绩效数据,-0.009880199036918058,0.5,-0.22253723305724354,-0.019713489729394306,140,50,10
绩效数据,0.012308122672414434,0.5238095238095238,-0.12357037412797572,0.025086666641549564,140,50,15
绩效数据,0.024650668309027735,0.47619047619047616,-0.06852374830484771,0.04813396085006413,140,50,20
绩效数据,0.038467381196662265,0.5714285714285714,-0.006844116752359382,0.07607539890871098,140,50,25
绩效数据,-0.059480020959754354,0.38095238095238093,-0.4439113681525583,-0.10030144348766534,150,50,5
绩效数据,-0.01308922507798349,0.47619047619047616,-0.23698300183830665,-0.027650568923895696,150,50,10
绩效数据,0.029113781264394234,0.5,-0.048611788174016284,0.0641918989127413,150,50,15
绩效数据,0.03590611204127536,0.5476190476190477,-0.018307308773960487,0.07231056076267592,150,50,20
绩效数据,0.015075879377685286,0.5238095238095238,-0.11152559986099463,0.02926893329114903,150,50,25
绩效数据,0.0039071585291461375,0.42857142857142855,-0.16115701791338408,0.008704882982571062,160,50,5
绩效数据,0.03532891074316247,0.4523809523809524,-0.02088841728090835,0.08068799157318901,160,50,10
绩效数据,0.0353503095072083,0.5714285714285714,-0.020807210390772525,0.08280100195305998,160,50,15
绩效数据,0.03209547034484306,0.5714285714285714,-0.03538772119326262,0.07785670625173771,160,50,20
绩效数据,0.04738215617044461,0.5714285714285714,0.033061883283419635,0.11493891738928823,160,50,25
绩效数据,0.003182951031946768,0.47619047619047616,-0.16473632948273695,0.006967240814953139,170,50,5
绩效数据,0.01584369097637439,0.5,-0.10813831133733093,0.036382276992461604,170,50,10
绩效数据,0.009393838413902733,0.4523809523809524,-0.1370514384615794,0.021488779871347105,170,50,15
绩效数据,0.031762312933473424,0.47619047619047616,-0.03694265178886749,0.0738333152366925,170,50,20
绩效数据,0.07363018090400875,0.5714285714285714,0.15092789566260445,0.17861097856840724,170,50,25
绩效数据,-0.0019378348973672077,0.42857142857142855,-0.1877885816599974,-0.004128426144331049,180,50,5
绩效数据,-0.0021571552874697364,0.42857142857142855,-0.18903702896744848,-0.004576614969988946,180,50,10
绩效数据,-0.00835041794853797,0.42857142857142855,-0.2169105202207336,-0.017222640769585396,180,50,15
绩效数据,0.03989348009024196,0.5476190476190477,-0.0004779905627350953,0.09110094649506056,180,50,20
绩效数据,0.06061351017154104,0.5238095238095238,0.09262271145857257,0.13125791524609556,180,50,25
绩效数据,-0.03028992931302832,0.35714285714285715,-0.3153328745417528,-0.06365361234771467,190,50,5
绩效数据,-0.0030486489034674547,0.5,-0.19314489161075243,-0.0065164015038436445,190,50,10
绩效数据,0.017980884522225793,0.5,-0.09891732061607532,0.03813898412030654,190,50,15
绩效数据,0.015700011979221218,0.5,-0.10952108675013066,0.031237076204285247,190,50,20
绩效数据,0.018906542244863767,0.5,-0.0951015344620679,0.035521446761789505,190,50,25
绩效数据,-0.014645174769598479,0.40476190476190477,-0.24546721256705997,-0.0292880023637831,200,50,5
绩效数据,0.027938186489008032,0.47619047619047616,-0.0543656094657141,0.059666431494110134,200,50,10
绩效数据,0.013393002279786126,0.5,-0.11995756370814568,0.027078267099484753,200,50,15
绩效数据,0.030088971230943118,0.5,-0.044705075473156844,0.05944591196072142,200,50,20
绩效数据,-0.002711865762465293,0.42857142857142855,-0.19271163023525714,-0.005036988787124481,200,50,25
绩效数据,-0.0036670768406736887,0.47619047619047616,-0.19334353287348885,-0.006771509205900717,60,55,5
绩效数据,-0.02061206005403582,0.47619047619047616,-0.2684031829965513,-0.04337499258013814,60,55,10
绩效数据,-0.018094213261040437,0.5238095238095238,-0.2572782758478035,-0.03596045637154847,60,55,15
绩效数据,-0.01505949858424005,0.5476190476190477,-0.24396904495121152,-0.02614542259565387,60,55,20
绩效数据,0.029771286199886005,0.6190476190476191,-0.04534217182165483,0.06310836694178584,60,55,25
绩效数据,0.04115692446297303,0.5476190476190477,0.005124481845956515,0.07073465465402048,70,55,5
绩效数据,0.016053020681765506,0.5476190476190477,-0.10611610576739894,0.03607276308750098,70,55,10
绩效数据,0.00032028018768381905,0.5238095238095238,-0.17587699105180746,0.0006686021168396771,70,55,15
绩效数据,0.028394806008042117,0.5,-0.05151149337877932,0.05449184669546835,70,55,20
绩效数据,0.03807466351608313,0.5238095238095238,-0.008553114024893812,0.07150556906905246,70,55,25
绩效数据,0.010648259511460312,0.47619047619047616,-0.13010242651674045,0.0214259732956856,80,55,5
绩效数据,0.05235722034893309,0.5238095238095238,0.054856090313138706,0.10484519329534575,80,55,10
绩效数据,0.006290974849884279,0.42857142857142855,-0.1497312092872019,0.01069168232039761,80,55,15
绩效数据,-0.030961079244152256,0.4523809523809524,-0.3153054365009466,-0.05296437230796161,80,55,20
绩效数据,-0.021668568760218276,0.38095238095238093,-0.27425080583894307,-0.040042376415163124,80,55,25
绩效数据,-0.04141458312724022,0.38095238095238093,-0.3616228463657345,-0.07699107894468751,90,55,5
绩效数据,-0.01815910916315988,0.42857142857142855,-0.2584218275684686,-0.039225579748469006,90,55,10
绩效数据,-0.022143154829279643,0.40476190476190477,-0.27636134157868253,-0.04536193874921753,90,55,15
绩效数据,0.011297018983924767,0.4523809523809524,-0.1276759621815889,0.025398711920308875,90,55,20
绩效数据,0.050870373925638646,0.5238095238095238,0.048366837394191134,0.10755399806650605,90,55,25
绩效数据,-0.04222597922908633,0.40476190476190477,-0.3656777239844952,-0.0862008615068636,100,55,5
绩效数据,0.0023889269738506247,0.40476190476190477,-0.16729688098688483,0.004517009649262945,100,55,10
绩效数据,0.026099629690614412,0.47619047619047616,-0.06184103506507326,0.05765125139788475,100,55,15
绩效数据,0.027984936392291715,0.4523809523809524,-0.05348166638094873,0.06362089586670737,100,55,20
绩效数据,-0.007079949272531749,0.42857142857142855,-0.2095856653104129,-0.014408070300533838,100,55,25
绩效数据,-0.061177802720123964,0.38095238095238093,-0.45010626538189685,-0.10963003523892091,110,55,5
绩效数据,-0.02937483985508238,0.4523809523809524,-0.3087678325152017,-0.05424754120045202,110,55,10
绩效数据,-0.01432528199034322,0.4523809523809524,-0.24183760797017795,-0.026383153712528643,110,55,15
绩效数据,-0.043889173995822595,0.4523809523809524,-0.3734765559982171,-0.07716632639657613,110,55,20
绩效数据,-0.006399458497147736,0.4523809523809524,-0.20669764904046667,-0.012607688066551352,110,55,25
绩效数据,-0.03441545508248278,0.35714285714285715,-0.33127193159597024,-0.061899429454970324,120,55,5
绩效数据,-0.01983113468173736,0.47619047619047616,-0.266365707523928,-0.035978767830005455,120,55,10
绩效数据,0.019251883250327673,0.5,-0.09243355781854078,0.03868093720883959,120,55,15
绩效数据,-0.0067996967642734996,0.5,-0.20858197172603343,-0.012376700650444692,120,55,20
绩效数据,-0.03786524254194468,0.42857142857142855,-0.34729191802547443,-0.06304215688659619,120,55,25
绩效数据,-0.03735216576850853,0.40476190476190477,-0.3445813895912607,-0.06395894557584285,130,55,5
绩效数据,-0.016020930212268136,0.47619047619047616,-0.24967757788411626,-0.03365739357898988,130,55,10
绩效数据,-0.02495556893181139,0.42857142857142855,-0.28971048687735,-0.04163679223586065,130,55,15
绩效数据,-0.025902561583522,0.42857142857142855,-0.2940171873803386,-0.04394109956328933,130,55,20
绩效数据,-0.02982299893703233,0.40476190476190477,-0.31155605285692217,-0.050155595375560955,130,55,25
绩效数据,0.0008911190092817378,0.5238095238095238,-0.17443564170027423,0.0016336563242020808,140,55,5
绩效数据,0.037253353019533586,0.5238095238095238,-0.012255771777817025,0.0743269065838087,140,55,10
绩效数据,0.007778459064096133,0.47619047619047616,-0.14378138420679687,0.015017315080693336,140,55,15
绩效数据,-0.010394418914093317,0.42857142857142855,-0.2249544145963737,-0.017563259900087686,140,55,20
绩效数据,-0.004038483899964751,0.4523809523809524,-0.19663164769935387,-0.00689736482296799,140,55,25
绩效数据,-0.01730086911991824,0.47619047619047616,-0.2556816037668242,-0.02850681523934684,150,55,5
绩效数据,0.0035428778762995883,0.4523809523809524,-0.16274408621319927,0.005971115226281139,150,55,10
绩效数据,0.007850759810496655,0.4523809523809524,-0.14354997449459247,0.012964200230443056,150,55,15
绩效数据,0.011906331217286903,0.5,-0.12561932956840355,0.020078545877042313,150,55,20
绩效数据,-0.0021250188644852397,0.40476190476190477,-0.1884845180743247,-0.0035765903188670106,150,55,25
绩效数据,0.018439498013093525,0.5,-0.09627320677596478,0.03611167077696353,160,55,5
绩效数据,0.036356664481038026,0.5,-0.016292533927977047,0.07433154638463703,160,55,10
绩效数据,0.07228348512934502,0.5476190476190477,0.14449962689798476,0.1636787585467446,160,55,15
绩效数据,0.029466905793251286,0.5238095238095238,-0.0471549711180994,0.05498924289176994,160,55,20
绩效数据,0.0387679672501684,0.47619047619047616,-0.005517556171613803,0.07156552594882507,160,55,25
绩效数据,0.03219519815035121,0.4523809523809524,-0.03492571884596151,0.06028895574126752,170,55,5
绩效数据,0.061289081853294514,0.5,0.09532427169810113,0.12786096990966128,170,55,10
绩效数据,0.019620994873138953,0.5238095238095238,-0.09125818698364985,0.04398050464546771,170,55,15
绩效数据,0.05199465291845384,0.47619047619047616,0.05379677184195359,0.09993557143009045,170,55,20
绩效数据,0.011073444438270519,0.5,-0.12977626909991036,0.02017787780522256,170,55,25
绩效数据,0.03798888777369669,0.47619047619047616,-0.00900656343279615,0.07700663579418444,180,55,5
绩效数据,0.051563007653482096,0.5238095238095238,0.05186067780623224,0.10565892741850211,180,55,10
绩效数据,0.0340079417083794,0.47619047619047616,-0.026885146584061582,0.06524352145991556,180,55,15
绩效数据,0.024579997168355794,0.5238095238095238,-0.06918992917652601,0.04593599425978134,180,55,20
绩效数据,0.036693670218389096,0.47619047619047616,-0.014854307008481374,0.06436136251861783,180,55,25
绩效数据,0.0275567880040386,0.42857142857142855,-0.05582856519260059,0.05202122141780208,190,55,5
绩效数据,0.04630475588526428,0.5476190476190477,0.02829251097414011,0.09404872811781717,190,55,10
绩效数据,0.04872027326463524,0.5238095238095238,0.03917995886976319,0.09667240099855168,190,55,15
绩效数据,0.0233216973000554,0.5238095238095238,-0.07517187569304715,0.04478883640700891,190,55,20
绩效数据,0.06460744982902167,0.5,0.11097109054985554,0.12586074662900076,190,55,25
绩效数据,0.0457514765156406,0.5,0.025840800765784662,0.09428822711990477,200,55,5
绩效数据,0.07114843729185205,0.5238095238095238,0.14042880915155398,0.1389075828795114,200,55,10
绩效数据,0.01959930575541069,0.47619047619047616,-0.0919783827695042,0.03517966170292395,200,55,15
绩效数据,0.006606091871545816,0.47619047619047616,-0.1506155047747277,0.012576763094963925,200,55,20
绩效数据,0.03869666500154323,0.47619047619047616,-0.005881358462778068,0.07090575586819105,200,55,25
绩效数据,0.060647151649358744,0.5,0.0931090582807948,0.12759151918749725,210,55,5
绩效数据,0.11927971964707917,0.5238095238095238,0.35783940525470115,0.2398029489074314,210,55,10
绩效数据,0.06197461974730012,0.5,0.09917497278119251,0.11778600658974975,210,55,15
绩效数据,0.055771677596088365,0.5,0.07118634192497303,0.10815867337895836,210,55,20
绩效数据,0.048249512196535393,0.5,0.03723678516885822,0.0950058662793649,210,55,25
绩效数据,0.07355571515028125,0.5238095238095238,0.1514546322238126,0.14735311603277898,220,55,5
绩效数据,0.11207546850964722,0.47619047619047616,0.3254645479800076,0.21915283717962408,220,55,10
绩效数据,0.07792411373305264,0.5,0.17121665806277206,0.14525489004757963,220,55,15
绩效数据,0.053064839140713804,0.47619047619047616,0.05898200572395807,0.10504344266976218,220,55,20
绩效数据,0.040747258030765066,0.47619047619047616,0.00337390855925117,0.07843006802907183,220,55,25
绩效数据,0.023552386798708413,0.5238095238095238,-0.07284734727895717,0.04799718167992443,70,60,5
绩效数据,0.026390350247635697,0.4523809523809524,-0.06031063107625482,0.06320473162527843,70,60,10
绩效数据,0.04251022661875714,0.4523809523809524,0.011128083256095142,0.09638429680859953,70,60,15
绩效数据,-0.015361613562927423,0.5476190476190477,-0.245703998011038,-0.029498662156541868,70,60,20
绩效数据,-0.0016397850449398899,0.5238095238095238,-0.18495536954098563,-0.0030651588429225626,70,60,25
绩效数据,0.07212275708516658,0.5476190476190477,0.14242943270226838,0.1461409811626158,80,60,5
绩效数据,0.00865729257487291,0.5238095238095238,-0.1391100586126998,0.016227399934411815,80,60,10
绩效数据,0.043348866751986126,0.5,0.014877401317824893,0.08229436717646614,80,60,15
绩效数据,0.0012122088245902773,0.5,-0.17235265474038097,0.002198307013678469,80,60,20
绩效数据,0.011436227061464299,0.47619047619047616,-0.1270348878817947,0.02128137390378156,80,60,25
绩效数据,-0.01261885551768871,0.4523809523809524,-0.2337183564577215,-0.024791518914707673,90,60,5
绩效数据,0.036875487052824285,0.42857142857142855,-0.013885430837518826,0.07096456750244472,90,60,10
绩效数据,0.04116567771630186,0.42857142857142855,0.005184871443480351,0.07766939780926659,90,60,15
绩效数据,0.007170622463103182,0.42857142857142855,-0.1460292298629534,0.013449008293003857,90,60,20
绩效数据,0.009134871944111334,0.42857142857142855,-0.13730723348980373,0.017641830630157212,90,60,25
绩效数据,-0.002935443428236373,0.40476190476190477,-0.19094511856679056,-0.005716663705724052,100,60,5
绩效数据,0.006683658674748516,0.40476190476190477,-0.14819512873596294,0.013700402473922428,100,60,10
绩效数据,0.03454809293141303,0.40476190476190477,-0.024255753864732853,0.0798346566059113,100,60,15
绩效数据,0.012004226384951355,0.42857142857142855,-0.12460815710502794,0.023077875189840905,100,60,20
绩效数据,0.03731875846977317,0.5,-0.011937769631833798,0.08353387264170667,100,60,25
绩效数据,0.03292804047150777,0.40476190476190477,-0.031463196723802746,0.07132374116480564,110,60,5
绩效数据,-0.022714473688873915,0.4523809523809524,-0.2791242384780137,-0.03802017195145465,110,60,10
绩效数据,-0.005644639246965788,0.4523809523809524,-0.20319654804120055,-0.01042241158864556,110,60,15
绩效数据,0.040954255910051085,0.4523809523809524,0.004249039171200364,0.08006899816134778,110,60,20
绩效数据,0.006380426546340523,0.47619047619047616,-0.14977046142892703,0.01218531678727154,110,60,25
绩效数据,-0.06328198612400782,0.35714285714285715,-0.4598040763641539,-0.09370625600035344,120,60,5
绩效数据,-0.025133453578185305,0.42857142857142855,-0.28997109552233286,-0.04341528176884642,120,60,10
绩效数据,-0.01114356356421653,0.47619047619047616,-0.2278299684124826,-0.01750572450317738,120,60,15
绩效数据,-0.026536351614760978,0.4523809523809524,-0.29654241524145963,-0.0405147688554281,120,60,20
绩效数据,-0.008874645269845827,0.47619047619047616,-0.21798975504351348,-0.014722106257954767,120,60,25
绩效数据,0.02221821685950154,0.42857142857142855,-0.07921928659573195,0.041538992391510175,130,60,5
绩效数据,-0.017247431931159518,0.47619047619047616,-0.25514370472901654,-0.032581764770650966,130,60,10
绩效数据,-0.0768507894822481,0.40476190476190477,-0.5212339078498538,-0.11928233922897119,130,60,15
绩效数据,-0.04107086903185353,0.38095238095238093,-0.3616931015970802,-0.06170910701973555,130,60,20
绩效数据,-0.03286665014165957,0.38095238095238093,-0.32513763706467574,-0.052483959413802184,130,60,25
绩效数据,-0.03413924613042307,0.42857142857142855,-0.33067215229420355,-0.05864827990287436,140,60,5
绩效数据,-0.05716922334039298,0.38095238095238093,-0.43353013984389727,-0.0915160320691386,140,60,10
绩效数据,-0.03837757555496779,0.35714285714285715,-0.3497297084506142,-0.06194841367647998,140,60,15
绩效数据,-0.021589934503737918,0.40476190476190477,-0.27492751782475366,-0.03680367941416117,140,60,20
绩效数据,-0.012555359595204041,0.47619047619047616,-0.23465670518870424,-0.020699453385174524,140,60,25
绩效数据,-0.007308953760578718,0.42857142857142855,-0.21109899564963222,-0.012250655198328696,150,60,5
绩效数据,-0.03558661365515037,0.38095238095238093,-0.3374079908941933,-0.05738197215916029,150,60,10
绩效数据,0.004797745346785343,0.4523809523809524,-0.15718081245963111,0.008084832838516876,150,60,15
绩效数据,0.027628172575103527,0.5,-0.05532307455504148,0.04796809228220221,150,60,20
绩效数据,0.01821004467761389,0.4523809523809524,-0.09750246202372084,0.03189121756591293,150,60,25
绩效数据,0.021435120309625688,0.42857142857142855,-0.08289786831096965,0.03562876000658527,160,60,5
绩效数据,0.03299839653497738,0.5238095238095238,-0.03130978843486477,0.05875397815493922,160,60,10
绩效数据,0.04393032826694321,0.5238095238095238,0.017588848452625955,0.08251657314013222,160,60,15
绩效数据,0.05101111903755284,0.5238095238095238,0.04930040632067584,0.09751690742507156,160,60,20
